id	position	name	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670
B01R11C13	1-13-11	Anti-HumanIgG3~N/A	5739	5477	5237	5632	8125	7093	5554	4756	5820	6015
B01R11C14	1-14-11	Anti-HumanIgG3~N/A	6011	5759	5543	5671	8337	7321	5103	4893	5338	7007
B01R11C15	1-15-11	Anti-HumanIgG4~N/A	12072	10844	10969	10636	12764	13198	9539	8617	10490	12398
B01R11C16	1-16-11	Anti-HumanIgG4~N/A	12260	11042	10789	8978	13749	13277	9187	9201	10025	13514
B01R11C17	1-17-11	AntiBiotinAb~N/A	7869	8026	7467	6570	8462	9340	6822	5863	7106	13374
B01R11C18	1-18-11	AntiBiotinAb~N/A	8012	8251	7620	6626	9639	8954	7339	6424	7272	13130
B01R11C19	1-19-11	Buffer	20	16	20	12	83	12	140	494	11	-3
B01R11C20	1-20-11	Buffer	17	13	25	12	75	872	136	5	12	12
B01R11C21	1-21-11	Hs~MGC:BC035314.1~uORF:IOH22146	1773	867	1040	582	741	252	4598	679	1760	383
B01R11C22	1-22-11	Hs~MGC:BC035314.1~uORF:IOH22146	1724	806	992	565	739	133	4894	661	1611	327
B01R12C01	1-1-12	Hs~MGC:BC016754.1~uORF:IOH13535	213	390	595	384	293	390	566	355	792	222
B01R12C02	1-2-12	Hs~MGC:BC016754.1~uORF:IOH13535	399	412	538	342	294	430	579	386	781	256
B01R12C03	1-3-12	Hs~MGC:BC020966.1~uORF:IOH10379	679	652	886	510	490	739	967	587	1281	422
B01R12C04	1-4-12	Hs~MGC:BC020966.1~uORF:IOH10379	678	615	946	505	500	1270	988	600	1367	4
B01R12C05	1-5-12	Hs~MGC:BC003548.1~uORF:IOH4864	2326	2344	2700	2466	18811	1556	3550	1184	3272	1618
B01R12C06	1-6-12	Hs~MGC:BC003548.1~uORF:IOH4864	2381	2291	2612	2591	19622	1445	3443	1220	3183	1471
B01R12C07	1-7-12	Hs~MGC:BC023569.1~uORF:IOH27860	11565	3020	3430	2145	4844	2863	13598	2986	7231	2832
B01R12C08	1-8-12	Hs~MGC:BC023569.1~uORF:IOH27860	10275	2580	3202	2156	4413	2789	12349	2854	6781	2838
B01R12C09	1-9-12	Hs~MGC:BC053373.1~uORF:IOH28997	2122	1148	1738	959	1618	1259	2186	1054	3111	687
B01R12C10	1-10-12	Hs~MGC:BC053373.1~uORF:IOH28997	2151	1120	1573	935	1628	1280	2464	1102	3034	659
B01R12C11	1-11-12	Hs~MGC:BC042912.1~uORF:IOH28030	769	682	749	724	653	932	1009	697	1808	490
B01R12C12	1-12-12	Hs~MGC:BC042912.1~uORF:IOH28030	763	721	782	754	736	961	1154	658	1908	432
B01R12C13	1-13-12	Hs~MGC:BC030155.1~uORF:IOH23095	1139	747	986	655	1410	1034	1751	813	1858	405
B01R12C14	1-14-12	Hs~MGC:BC030155.1~uORF:IOH23095	1257	812	1023	662	1261	1044	1641	807	1994	798
B01R12C15	1-15-12	Hs~Ref:NM_139162.2~uORF:IOH12829	409	376	315	152	278	199	469	203	372	48
B01R12C16	1-16-12	Hs~Ref:NM_139162.2~uORF:IOH12829	365	373	315	214	210	242	492	195	404	55
B01R12C17	1-17-12	Hs~Ref:NM_003764.2~uORF:IOH27407	404	344	396	361	215	274	313	277	578	137
B01R12C18	1-18-12	Hs~Ref:NM_003764.2~uORF:IOH27407	408	365	422	269	372	169	281	348	572	93
B01R12C19	1-19-12	Hs~MGC:BC005305.1~uORF:IOH7363	267	247	362	208	311	277	258	211	311	41
B01R12C20	1-20-12	Hs~MGC:BC005305.1~uORF:IOH7363	278	247	351	199	356	180	234	241	335	66
B01R12C21	1-21-12	Hs~Ref:NM_032514.2~uORF:IOH10043	432	329	576	276	219	166	389	194	704	83
B01R12C22	1-22-12	Hs~Ref:NM_032514.2~uORF:IOH10043	313	307	608	209	263	159	378	217	822	122
B01R13C01	1-1-13	Hs~MGC:BC023144.1~uORF:IOH10881	4105	5176	11881	1610	2175	2400	10432	1648	3644	1626
B01R13C02	1-2-13	Hs~MGC:BC023144.1~uORF:IOH10881	3907	4670	12061	1534	2020	2165	9561	1637	3589	1663
B01R13C03	1-3-13	Hs~Ref:NM_133490.2~uORF:IOH6166	850	641	930	492	487	1149	1437	634	1105	408
B01R13C04	1-4-13	Hs~Ref:NM_133490.2~uORF:IOH6166	857	572	942	535	514	729	1255	545	1095	50
B01R13C05	1-5-13	Hs~Ref:NM_144671.2~uORF:IOH22844	1346	737	1897	1406	782	1019	1660	778	2043	262
B01R13C06	1-6-13	Hs~Ref:NM_144671.2~uORF:IOH22844	1293	720	1891	1337	873	928	1266	737	2024	439
B01R13C07	1-7-13	Hs~Ref:NM_001397.1~uORF:IOH42625	809	719	1276	638	769	925	1292	769	1680	600
B01R13C08	1-8-13	Hs~Ref:NM_001397.1~uORF:IOH42625	809	712	1255	596	751	1025	1528	718	1735	567
B01R13C09	1-9-13	Hs~MGC:BC070364.1~uORF:IOH62867	0	-5	-1	898	2354	2285	4085	904	1573	414
B01R13C10	1-10-13	Hs~MGC:BC070364.1~uORF:IOH62867	0	18	-3	852	2335	2201	4111	945	1535	411
B01R13C11	1-11-13	Hs~Ref:NM_019854.3~uORF:IOH60863	777	447	786	404	389	518	1187	515	1063	260
B01R13C12	1-12-13	Hs~Ref:NM_019854.3~uORF:IOH60863	784	476	759	376	536	511	1259	486	1025	223
B01R13C13	1-13-13	Hs~MGC:BC069675.1~uORF:IOH61914	761	658	972	515	622	1112	1008	548	1281	225
B01R13C14	1-14-13	Hs~MGC:BC069675.1~uORF:IOH61914	930	628	829	495	656	1093	1012	577	1282	317
B01R13C15	1-15-13	Hs~MGC:BC022073.1~uORF:IOH62089	879	648	802	450	680	590	1382	560	1383	444
B01R13C16	1-16-13	Hs~MGC:BC022073.1~uORF:IOH62089	725	551	846	466	668	594	1211	514	1235	262
B01R13C17	1-17-13	Hs~MGC:BC014315.1~uORF:IOH13047	5711	4488	4115	5549	4612	4002	4389	3571	5170	5378
B01R13C18	1-18-13	Hs~MGC:BC014315.1~uORF:IOH13047	5702	4171	4306	3541	5853	4300	4171	3534	5175	3796
B01R13C19	1-19-13	Hs~Ref:NM_138784.1~uORF:IOH13439	941	830	967	645	892	885	845	675	915	65
B01R13C20	1-20-13	Hs~Ref:NM_138784.1~uORF:IOH13439	949	823	835	629	1002	907	872	616	1412	838
B01R13C21	1-21-13	Hs~Ref:NM_020367.2~uORF:IOH13091	1470	3742	1004	1244	1121	1396	1682	1386	1746	606
B01R13C22	1-22-13	Hs~Ref:NM_020367.2~uORF:IOH13091	1392	3348	962	1180	896	1449	1697	1342	1543	548
B01R14C01	1-1-14	Hs~MGC:BC014974.1~uORF:IOH12832	1179	784	1459	599	675	849	705	692	1728	555
B01R14C02	1-2-14	Hs~MGC:BC014974.1~uORF:IOH12832	1077	774	1352	647	653	929	907	722	1749	569
B01R14C03	1-3-14	Hs~Ref:NM_005621.1~uORF:IOH40815	743	892	674	537	650	862	626	715	1426	461
B01R14C04	1-4-14	Hs~Ref:NM_005621.1~uORF:IOH40815	701	807	672	561	593	815	606	672	1357	491
B01R14C05	1-5-14	Hs~MGC:BC003160.1~uORF:IOH5120	397	307	590	314	270	451	901	449	639	113
B01R14C06	1-6-14	Hs~MGC:BC003160.1~uORF:IOH5120	400	347	603	284	275	356	948	431	575	172
B01R14C07	1-7-14	Hs~MGC:BC032348.1~uORF:IOH21706	441	366	493	288	325	496	724	323	584	258
B01R14C08	1-8-14	Hs~MGC:BC032348.1~uORF:IOH21706	424	375	528	297	399	473	698	350	579	282
B01R14C09	1-9-14	Hs~Ref:NM_145183.1~uORF:IOH5614	354	372	462	315	317	567	493	419	612	360
B01R14C10	1-10-14	Hs~Ref:NM_145183.1~uORF:IOH5614	379	292	558	317	370	467	444	375	614	307
B01R14C11	1-11-14	Hs~Ref:NM_018431.3~uORF:IOH42147	493	623	509	376	318	579	668	456	748	293
B01R14C12	1-12-14	Hs~Ref:NM_018431.3~uORF:IOH42147	514	530	603	370	362	545	737	412	737	405
B01R14C13	1-13-14	Hs~Ref:NM_152721.2~uORF:IOH42262	1519	1521	1073	690	1319	1378	1334	626	1527	474
B01R14C14	1-14-14	Hs~Ref:NM_152721.2~uORF:IOH42262	1836	1400	884	752	1498	1420	1312	602	1582	497
B01R14C15	1-15-14	Hs~Ref:NM_172175.1~uORF:IOH42096	749	375	609	344	590	537	692	458	877	150
B01R14C16	1-16-14	Hs~Ref:NM_172175.1~uORF:IOH42096	627	361	609	309	529	457	795	467	878	127
B01R14C17	1-17-14	Hs~Ref:NM_198483.1~uORF:IOH42754	2319	1496	2713	1836	1283	1339	5919	1146	3171	791
B01R14C18	1-18-14	Hs~Ref:NM_198483.1~uORF:IOH42754	2231	1434	2622	1919	1279	1269	5869	1129	3186	838
B01R14C19	1-19-14	Hs~MGC:BC034236.1~uORF:IOH21619	833	1022	1488	543	994	867	1340	960	2190	346
B01R14C20	1-20-14	Hs~MGC:BC034236.1~uORF:IOH21619	832	920	1507	577	995	959	1343	925	2404	389
B01R14C21	1-21-14	Hs~Ref:NM_005092.2~uORF:IOH34742	553	440	799	403	486	656	1085	556	1039	228
B01R14C22	1-22-14	Hs~Ref:NM_005092.2~uORF:IOH34742	521	454	762	379	456	666	1126	727	1097	149
B01R15C01	1-1-15	Hs~Ref:NM_005142.2~uORF:IOH26056	407	404	706	368	234	659	645	407	645	221
B01R15C02	1-2-15	Hs~Ref:NM_005142.2~uORF:IOH26056	406	384	644	364	235	695	622	369	626	221
B01R15C03	1-3-15	Hs~Ref:NM_018376.2~uORF:IOH7251	483	371	679	430	329	619	1008	473	834	279
B01R15C04	1-4-15	Hs~Ref:NM_018376.2~uORF:IOH7251	445	376	660	439	324	600	1072	518	856	307
B01R15C05	1-5-15	Hs~Ref:NM_153378.1~uORF:IOH45483	870	691	1068	699	686	647	961	758	1580	492
B01R15C06	1-6-15	Hs~Ref:NM_153378.1~uORF:IOH45483	805	672	1041	661	773	719	933	723	1524	512
B01R15C07	1-7-15	Hs~Ref:NM_004058.2~uORF:IOH45954	526	616	684	498	537	542	562	506	1075	252
B01R15C08	1-8-15	Hs~Ref:NM_004058.2~uORF:IOH45954	539	540	677	488	565	543	531	499	1010	291
B01R15C09	1-9-15	Hs~Ref:NM_181462.1~uORF:IOH45485	1896	1903	3111	2376	1981	1668	4697	2537	3415	1347
B01R15C10	1-10-15	Hs~Ref:NM_181462.1~uORF:IOH45485	1714	1729	2512	2212	1975	1571	4367	2397	3197	1316
B01R15C11	1-11-15	Hs~Ref:NM_017828.2~uORF:IOH45931	822	644	1008	534	861	721	1260	720	1482	411
B01R15C12	1-12-15	Hs~Ref:NM_017828.2~uORF:IOH45931	786	662	1014	544	965	811	1322	684	1410	443
B01R15C13	1-13-15	Hs~IVGN:PM_2149~Ext:thyroglobulin~N/A	798	176	158	13	725	285	298	36	207	122
B01R15C14	1-14-15	Hs~IVGN:PM_2149~Ext:thyroglobulin~N/A	719	154	99	15	796	310	272	33	124	11
B01R15C15	1-15-15	Hs~Ref:NM_002739.1~CAT:P2228	1193	670	507	377	930	724	1153	362	818	187
B01R15C16	1-16-15	Hs~Ref:NM_002739.1~CAT:P2228	975	612	506	380	930	724	1163	325	836	307
B01R15C17	1-17-15	Hs~Ref:NM_003137.2~CAT:PV4215	313	249	717	376	99	801	319	232	348	58
B01R15C18	1-18-15	Hs~Ref:NM_003137.2~CAT:PV4215	313	91	711	361	286	783	289	213	265	47
B01R15C19	1-19-15	Hs~Ref:NM_031988.1~CAT:PV3293	456	203	265	172	176	907	407	147	167	74
B01R15C20	1-20-15	Hs~Ref:NM_031988.1~CAT:PV3293	439	212	219	187	249	877	408	153	159	153
B01R15C21	1-21-15	Hs~Ref:NM_002737.1~CAT:P2227	2394	705	912	1343	355	1309	1617	370	1151	5
B01R15C22	1-22-15	Hs~Ref:NM_002737.1~CAT:P2227	2083	656	886	1302	381	1303	1517	359	925	1
B01R16C01	1-1-16	Hs~Ref:NM_002648.1~CAT:PV3503	249	302	403	303	228	1109	378	334	477	112
B01R16C02	1-2-16	Hs~Ref:NM_002648.1~CAT:PV3503	263	318	444	281	240	353	349	333	485	126
B01R16C03	1-3-16	Hs~Ref:NM_015375.1~CAT:PV4678	230	196	209	254	450	506	198	313	440	89
B01R16C04	1-4-16	Hs~Ref:NM_015375.1~CAT:PV4678	215	217	221	261	439	216	166	334	396	53
B01R16C05	1-5-16	Hs~Ref:NM_014826.1~CAT:PV4398	106	492	306	73	62	298	427	208	352	30
B01R16C06	1-6-16	Hs~Ref:NM_014826.1~CAT:PV4398	163	476	307	94	89	205	291	199	331	28
B01R16C07	1-7-16	Hs~Ref:NM_017692.1~uORF:IOH4894	299	210	357	279	212	388	674	240	625	102
B01R16C08	1-8-16	Hs~Ref:NM_017692.1~uORF:IOH4894	256	248	407	252	170	272	625	232	656	177
B01R16C09	1-9-16	Hs~MGC:NM_173547.2~uORF:IOH11612	277	177	355	259	81	226	315	180	447	24
B01R16C10	1-10-16	Hs~MGC:NM_173547.2~uORF:IOH11612	275	302	365	238	190	275	363	221	467	43
B01R16C11	1-11-16	Hs~Ref:NM_002475.2~uORF:IOH14814	657	525	18662	526	379	569	863	432	2428	293
B01R16C12	1-12-16	Hs~Ref:NM_002475.2~uORF:IOH14814	595	488	16859	523	380	576	845	417	2361	289
B01R16C13	1-13-16	Hs~Ref:NM_006466.1~uORF:IOH14273	394	241	457	323	638	273	554	276	567	228
B01R16C14	1-14-16	Hs~Ref:NM_006466.1~uORF:IOH14273	485	296	416	316	401	299	545	266	568	43
B01R16C15	1-15-16	Hs~Ref:NM_001641.2~uORF:IOH5081	1643	1321	1671	743	3500	2519	2361	1341	2728	449
B01R16C16	1-16-16	Hs~Ref:NM_001641.2~uORF:IOH5081	1515	1241	1545	674	3133	2361	2022	1286	2506	572
B01R16C17	1-17-16	Hs~Ref:NM_005740.1~uORF:IOH4940	1074	1017	1382	758	2603	2020	1813	1146	2755	406
B01R16C18	1-18-16	Hs~Ref:NM_005740.1~uORF:IOH4940	1074	995	1322	791	2924	2043	1802	1128	2610	382
B01R16C19	1-19-16	Hs~Ref:NM_019070.1~uORF:IOH5264	1980	1831	1755	1172	2777	3636	3465	1702	3926	585
B01R16C20	1-20-16	Hs~Ref:NM_019070.1~uORF:IOH5264	1956	1798	1626	1158	2598	3630	3230	1784	3015	1314
B01R16C21	1-21-16	Hs~Ref:NM_001696.2~uORF:IOH5034	945	807	1163	671	1472	1335	1489	916	2603	493
B01R16C22	1-22-16	Hs~Ref:NM_001696.2~uORF:IOH5034	918	800	1103	659	1370	1318	1439	897	2694	323
B01R17C01	1-1-17	Hs~MGC:BC012485.1~uORF:IOH10861	1083	783	1283	660	1833	1439	1690	1146	2605	539
B01R17C02	1-2-17	Hs~MGC:BC012485.1~uORF:IOH10861	1003	779	1326	681	1844	1470	1744	1009	2750	565
B01R17C03	1-3-17	Hs~Ref:NM_003978.2~uORF:IOH3303	903	743	1271	568	1278	1042	1201	793	2383	410
B01R17C04	1-4-17	Hs~Ref:NM_003978.2~uORF:IOH3303	862	696	1206	584	1237	986	1352	720	2176	411
B01R17C05	1-5-17	Hs~Ref:NM_005793.3~uORF:IOH3852	841	747	1152	575	1453	1278	1440	1002	2345	444
B01R17C06	1-6-17	Hs~Ref:NM_005793.3~uORF:IOH3852	798	722	1117	570	1419	1327	1562	970	2339	437
B01R17C07	1-7-17	Hs~Ref:NM_002135.3~uORF:IOH10133	662	529	894	534	1446	1008	1181	706	1992	380
B01R17C08	1-8-17	Hs~Ref:NM_002135.3~uORF:IOH10133	648	545	914	562	1543	1041	1249	724	1953	375
B01R17C09	1-9-17	Hs~MGC:BC063110.1~uORF:IOH40721	1317	982	1281	1194	2454	1119	1939	809	2255	796
B01R17C10	1-10-17	Hs~MGC:BC063110.1~uORF:IOH40721	1329	1097	1253	1160	2399	1267	1803	796	2201	775
B01R17C11	1-11-17	Hs~Ref:NM_033185.2~uORF:IOH40389	2669	865	1067	665	1359	687	1009	776	2195	392
B01R17C12	1-12-17	Hs~Ref:NM_033185.2~uORF:IOH40389	2588	827	1038	649	1395	699	1009	762	2151	411
B01R17C13	1-13-17	Hs~MGC:BC040529.1~uORF:IOH27481	790	658	1194	600	787	824	1170	631	1605	702
B01R17C14	1-14-17	Hs~MGC:BC040529.1~uORF:IOH27481	806	676	1153	567	887	834	1100	595	1606	447
B01R17C15	1-15-17	Hs~Ref:NM_174899.3~uORF:IOH25862	1156	643	782	527	715	780	1794	612	1573	484
B01R17C16	1-16-17	Hs~Ref:NM_174899.3~uORF:IOH25862	1178	644	782	555	645	823	1584	609	1444	370
B01R17C17	1-17-17	Hs~Ref:NM_002686.2~uORF:IOH27402	1294	1708	1549	840	1850	1305	1692	931	2979	681
B01R17C18	1-18-17	Hs~Ref:NM_002686.2~uORF:IOH27402	1183	1516	1462	902	1925	1278	1612	901	3035	510
B01R17C19	1-19-17	Hs~MGC:BC041009.2~uORF:IOH25834	1587	694	1635	3401	1154	3915	4648	834	3169	1642
B01R17C20	1-20-17	Hs~MGC:BC041009.2~uORF:IOH25834	1546	679	1461	2959	1257	3787	4649	856	3272	1563
B01R17C21	1-21-17	Hs~MGC:BC036075.1~uORF:IOH27252	1166	1053	1311	727	2958	1530	1733	1251	3786	553
B01R17C22	1-22-17	Hs~MGC:BC036075.1~uORF:IOH27252	1101	988	1244	700	3166	1580	1684	1293	3302	512
B01R18C01	1-1-18	Hs~Ref:NM_002061.1~uORF:IOH25898	1208	1193	1713	685	2891	1564	1550	1096	2774	483
B01R18C02	1-2-18	Hs~Ref:NM_002061.1~uORF:IOH25898	1108	1100	1613	674	2615	1496	1534	1013	2606	467
B01R18C03	1-3-18	Hs~MGC:BC064834.1~uORF:IOH40742	695	579	781	514	650	804	1010	695	2013	402
B01R18C04	1-4-18	Hs~MGC:BC064834.1~uORF:IOH40742	666	574	787	511	579	836	1058	639	1835	387
B01R18C05	1-5-18	Hs~Ref:NM_173518.2~uORF:IOH40744	660	442	668	401	368	669	1077	489	1121	396
B01R18C06	1-6-18	Hs~Ref:NM_173518.2~uORF:IOH40744	590	439	681	398	349	650	1061	543	1129	384
B01R18C07	1-7-18	Hs~MGC:BC001105.1~uORF:IOH3794	687	405	1015	773	1219	623	840	873	2009	340
B01R18C08	1-8-18	Hs~MGC:BC001105.1~uORF:IOH3794	643	407	1010	795	1233	636	856	872	1936	333
B01R18C09	1-9-18	Hs~MGC:BC025389.1~uORF:IOH11380	447	425	523	319	366	395	613	422	604	259
B01R18C10	1-10-18	Hs~MGC:BC025389.1~uORF:IOH11380	411	421	478	325	368	406	543	368	700	238
B01R18C11	1-11-18	Hs~Ref:NM_004952.3~uORF:IOH11980	755	650	1095	553	551	852	1176	638	1520	393
B01R18C12	1-12-18	Hs~Ref:NM_004952.3~uORF:IOH11980	731	617	1000	563	615	842	1134	621	1485	383
B01R18C13	1-13-18	Hs~Ref:NM_000865.1~uORF:IOH39590	702	503	800	488	755	555	980	620	1198	366
B01R18C14	1-14-18	Hs~Ref:NM_000865.1~uORF:IOH39590	678	597	924	442	683	587	1092	596	1174	242
B01R18C15	1-15-18	Hs~Ref:NM_005400.1~N/A	695	320	462	293	251	406	690	399	544	101
B01R18C16	1-16-18	Hs~Ref:NM_005400.1~N/A	689	332	478	297	317	391	630	348	822	256
B01R18C17	1-17-18	Hs~MGC:BC008838.1~N/A	548	317	556	357	367	385	732	451	4	70
B01R18C18	1-18-18	Hs~MGC:BC008838.1~N/A	514	331	579	440	328	455	723	410	2134	242
B01R18C19	1-19-18	Hs~Ref:NM_018649.1~uORF:IOH10067	2405	874	1335	743	1223	1182	12397	950	2245	307
B01R18C20	1-20-18	Hs~Ref:NM_018649.1~uORF:IOH10067	2297	869	1228	639	1144	1217	11737	837	2385	360
B01R18C21	1-21-18	Hs~Ref:NM_018014.2~uORF:IOH12520	3217	1526	1405	1137	1878	1238	2464	770	3593	603
B01R18C22	1-22-18	Hs~Ref:NM_018014.2~uORF:IOH12520	2900	1393	1417	1108	1964	1232	2401	813	3386	436
B01R19C01	1-1-19	Hs~Ref:NM_017841.1~uORF:IOH5201	682	579	767	403	523	768	819	575	1367	353
B01R19C02	1-2-19	Hs~Ref:NM_017841.1~uORF:IOH5201	643	523	729	425	513	616	890	558	1336	378
B01R19C03	1-3-19	Hs~Ref:NM_017510.1~uORF:IOH3866	573	444	647	412	497	613	752	458	1215	449
B01R19C04	1-4-19	Hs~Ref:NM_017510.1~uORF:IOH3866	518	432	683	393	484	599	743	515	1099	475
B01R19C05	1-5-19	Hs~MGC:BC014194.1~uORF:IOH12800	378	267	451	275	218	415	551	330	624	153
B01R19C06	1-6-19	Hs~MGC:BC014194.1~uORF:IOH12800	412	316	436	240	261	421	569	362	696	304
B01R19C07	1-7-19	Hs~Ref:NM_021245.2~uORF:IOH11059	1357	493	801	523	701	574	1151	561	1192	290
B01R19C08	1-8-19	Hs~Ref:NM_021245.2~uORF:IOH11059	1389	483	890	535	718	627	1142	566	1336	305
B01R19C09	1-9-19	Hs~MGC:BC012472.1~uORF:IOH11069	1511	665	930	593	400	838	3957	576	1967	316
B01R19C10	1-10-19	Hs~MGC:BC012472.1~uORF:IOH11069	1387	635	895	614	379	914	3811	527	1869	327
B01R19C11	1-11-19	Hs~MGC:BC002794.1~uORF:IOH5309	328	661	430	327	239	635	490	457	708	139
B01R19C12	1-12-19	Hs~MGC:BC002794.1~uORF:IOH5309	348	543	383	300	308	200	472	491	734	167
B01R19C13	1-13-19	Hs~MGC:BC036092.1~uORF:IOH27277	396	344	429	361	327	445	548	270	603	114
B01R19C14	1-14-19	Hs~MGC:BC036092.1~uORF:IOH27277	418	353	515	369	378	418	514	292	669	143
B01R19C15	1-15-19	Hs~Ref:NM_198173.1~uORF:IOH44757	2424	867	1351	851	909	1259	1249	1250	2227	818
B01R19C16	1-16-19	Hs~Ref:NM_198173.1~uORF:IOH44757	7827	806	1350	858	822	1286	1171	1242	2044	783
B01R19C17	1-17-19	Hs~Ref:NM_145641.1~uORF:IOH44125	3224	777	1029	558	608	1030	1228	770	1826	366
B01R19C18	1-18-19	Hs~Ref:NM_145641.1~uORF:IOH44125	807	805	940	712	697	1119	1134	753	1543	867
B01R19C19	1-19-19	Hs~Ref:NM_144620.1~uORF:IOH13940	921	529	706	497	516	675	1210	504	908	532
B01R19C20	1-20-19	Hs~Ref:NM_144620.1~uORF:IOH13940	881	519	660	450	477	726	1188	460	460	455
B01R19C21	1-21-19	Hs~MGC:BC028227.1~uORF:IOH21543	573	547	911	1246	892	715	1599	646	2078	175
B01R19C22	1-22-19	Hs~MGC:BC028227.1~uORF:IOH21543	512	515	834	1157	890	697	1412	623	1859	356
B01R20C01	1-1-20	Hs~Ref:NM_031950.1~uORF:IOH10917	2475	1322	1637	1220	1246	1425	2328	1129	2986	636
B01R20C02	1-2-20	Hs~Ref:NM_031950.1~uORF:IOH10917	2297	1219	1666	1243	1181	1306	2295	1063	2983	662
B01R20C03	1-3-20	Hs~Ref:NM_016535.1~uORF:IOH4783	-1	9	-2	-1	492	873	3161	886	1819	381
B01R20C04	1-4-20	Hs~Ref:NM_016535.1~uORF:IOH4783	-4	-4	-6	-2	455	850	3243	872	1722	355
B01R20C05	1-5-20	Hs~Ref:NM_016475.2~uORF:IOH14293	689	764	740	348	329	565	1329	931	988	276
B01R20C06	1-6-20	Hs~Ref:NM_016475.2~uORF:IOH14293	702	795	785	400	310	522	1334	962	978	267
B01R20C07	1-7-20	Hs~Ref:NM_013257.3~uORF:IOH41642	889	612	871	517	501	675	1197	663	1547	286
B01R20C08	1-8-20	Hs~Ref:NM_013257.3~uORF:IOH41642	881	589	901	525	614	669	1253	621	1655	309
B01R20C09	1-9-20	Hs~MGC:BC006769.1~uORF:IOH3146	4109	1383	18993	1668	1960	2609	6369	1527	5638	782
B01R20C10	1-10-20	Hs~MGC:BC006769.1~uORF:IOH3146	3906	1336	18963	1652	1929	2543	5835	1516	5360	802
B01R20C11	1-11-20	Hs~MGC:BC004301.1~uORF:IOH5532	1041	937	1559	1062	1126	993	1658	1173	11419	602
B01R20C12	1-12-20	Hs~MGC:BC004301.1~uORF:IOH5532	1046	873	1544	966	1166	699	1520	1200	10412	625
B01R20C13	1-13-20	Hs~MGC:BC008825.2~uORF:IOH6387	547	360	1042	470	877	539	906	531	779	314
B01R20C14	1-14-20	Hs~MGC:BC008825.2~uORF:IOH6387	551	411	1108	425	1119	532	918	534	943	217
B01R20C15	1-15-20	Hs~Ref:NM_145230.1~uORF:IOH50139	1570	1572	2016	804	4272	1744	2083	1306	4262	599
B01R20C16	1-16-20	Hs~Ref:NM_145230.1~uORF:IOH50139	2600	1455	1951	815	4183	1762	1901	1291	4257	552
B01R20C17	1-17-20	Hs~Ref:NM_133430.1~uORF:IOH50108	9897	7887	5503	6034	5285	4696	6762	4908	7283	3900
B01R20C18	1-18-20	Hs~Ref:NM_133430.1~uORF:IOH50108	6530	7300	5568	5770	5072	4589	6764	4848	6182	3744
B01R20C19	1-19-20	Hs~Ref:XM_003960444.1~uORF:IOH50171	11956	8343	6905	6948	7586	4815	12134	3131	9620	9770
B01R20C20	1-20-20	Hs~Ref:XM_003960444.1~uORF:IOH50171	11371	8147	6654	6946	7088	4610	11846	3583	10582	10055
B01R20C21	1-21-20	Hs~Ref:NM_001009551.1~uORF:IOH50086	1406	1336	1738	1067	2367	1528	1943	1217	6307	832
B01R20C22	1-22-20	Hs~Ref:NM_001009551.1~uORF:IOH50086	1389	1271	1826	979	2318	1591	1795	1267	5618	906
B01R21C01	1-1-21	Hs~Ref:NM_001123366.1~uORF:IOH42412	334	342	412	234	207	224	402	268	427	130
B01R21C02	1-2-21	Hs~Ref:NM_001123366.1~uORF:IOH42412	306	347	342	223	212	344	383	257	422	156
B01R21C03	1-3-21	Hs~Ref:NM_021814.3~uORF:IOH41608	1488	554	992	542	385	1464	1330	545	1140	351
B01R21C04	1-4-21	Hs~Ref:NM_021814.3~uORF:IOH41608	1330	603	1041	538	354	1356	1268	515	1138	323
B01R21C05	1-5-21	Hs~Ref:ENST00000548232~uORF:IOH41442	2448	1474	2761	1940	1893	1918	1843	1779	4667	693
B01R21C06	1-6-21	Hs~Ref:ENST00000548232~uORF:IOH41442	2523	1409	2762	1934	1829	1910	1845	1668	4487	677
B01R21C07	1-7-21	Hs~Ref:NM_003409.2~uORF:IOH41226	2096	969	1356	928	1070	1568	3781	867	2124	310
B01R21C08	1-8-21	Hs~Ref:NM_003409.2~uORF:IOH41226	1922	898	1367	843	1029	1535	3443	829	2092	303
B01R21C09	1-9-21	Hs~Ref:NP_002294.2~CAT_10322-H08H-25	-2	3	-3	-4	-5	-2	1	5	0	-2
B01R21C10	1-10-21	Hs~Ref:NP_002294.2~CAT_10322-H08H-25	0	-1	-1	-2	-13	4	0	5	4	-2
B01R21C11	1-11-21	Internal_1007209	5	7	19	7	22	44	141	66	4	1
B01R21C12	1-12-21	Internal_1007209	5	1547	12	5	108	12	153	5	6	2
B01R21C13	1-13-21	Hs~Ref:NP_005067.1~CAT_10457-H08H-25	0	1	-1	-1	-11	11	9	21	1	-1
B01R21C14	1-14-21	Hs~Ref:NP_005067.1~CAT_10457-H08H-25	0	-1	-1	2	-10	16	104	192	2	0
B01R21C15	1-15-21	Internal_1007209	1	4	9	6	-57	10	12	20	10	123
B01R21C16	1-16-21	Internal_1007209	1515	17	10	2	493	17	396	-7	15	5
B01R21C17	1-17-21	Hs~Ref:NP_065923.1~CAT_10174-H08H-25	1200	-3	6	1	-22	7	422	-3	2	-1
