id	position	name	GSM2522670
B07R10C20	7-20-10	Anti-HumanIgA1~N/A	8764
B07R10C21	7-21-10	Anti-HumanIgA2~N/A	16654
B07R10C22	7-22-10	Anti-HumanIgA2~N/A	16124
B07R11C01	7-1-11	AlexaAntiMouseAb~N/A	25028
B07R11C02	7-2-11	AlexaAntiMouseAb~N/A	26483
B07R11C03	7-3-11	MAPKAP~N/A	45
B07R11C04	7-4-11	MAPKAP~N/A	64
B07R11C05	7-5-11	Buffer	56
B07R11C06	7-6-11	Buffer	253
B07R11C07	7-7-11	BSA~N/A	11241
B07R11C08	7-8-11	BSA~N/A	11006
B07R11C09	7-9-11	Anti-HumanIgG1~N/A	1730
B07R11C10	7-10-11	Anti-HumanIgG1~N/A	1722
B07R11C11	7-11-11	Anti-HumanIgG2~N/A	3483
B07R11C12	7-12-11	Anti-HumanIgG2~N/A	3445
B07R11C13	7-13-11	Anti-HumanIgG3~N/A	6457
B07R11C14	7-14-11	Anti-HumanIgG3~N/A	6396
B07R11C15	7-15-11	Anti-HumanIgG4~N/A	11877
B07R11C16	7-16-11	Anti-HumanIgG4~N/A	12531
B07R11C17	7-17-11	AntiBiotinAb~N/A	12660
B07R11C18	7-18-11	AntiBiotinAb~N/A	11741
B07R11C19	7-19-11	Buffer	13
B07R11C20	7-20-11	Buffer	9
B07R11C21	7-21-11	Hs~MGC:BC029487.1~uORF:IOH22545	220
B07R11C22	7-22-11	Hs~MGC:BC029487.1~uORF:IOH22545	147
B07R12C01	7-1-12	Hs~MGC:BC025926.1~uORF:IOH14187	131
B07R12C02	7-2-12	Hs~MGC:BC025926.1~uORF:IOH14187	94
B07R12C03	7-3-12	Hs~Ref:NM_006752.4~uORF:IOH26279	333
B07R12C04	7-4-12	Hs~Ref:NM_006752.4~uORF:IOH26279	305
B07R12C05	7-5-12	Hs~Ref:NM_004453.1~uORF:IOH14548	205
B07R12C06	7-6-12	Hs~Ref:NM_004453.1~uORF:IOH14548	284
B07R12C07	7-7-12	Hs~Ref:NM_006202.1~uORF:IOH22369	-3
B07R12C08	7-8-12	Hs~Ref:NM_006202.1~uORF:IOH22369	1
B07R12C09	7-9-12	Hs~Ref:NM_005510.2~uORF:IOH13910	2582
B07R12C10	7-10-12	Hs~Ref:NM_005510.2~uORF:IOH13910	2562
B07R12C11	7-11-12	Hs~MGC:BC050444.1~uORF:IOH26738	119
B07R12C12	7-12-12	Hs~MGC:BC050444.1~uORF:IOH26738	52
B07R12C13	7-13-12	Hs~MGC:BC037567.1~uORF:IOH27585	134
B07R12C14	7-14-12	Hs~MGC:BC037567.1~uORF:IOH27585	78
B07R12C15	7-15-12	Hs~Ref:NM_022650.1~uORF:IOH41794	1369
B07R12C16	7-16-12	Hs~Ref:NM_022650.1~uORF:IOH41794	1244
B07R12C17	7-17-12	Hs~Ref:NM_024953.2~uORF:IOH44869	277
B07R12C18	7-18-12	Hs~Ref:NM_024953.2~uORF:IOH44869	123
B07R12C19	7-19-12	Hs~Ref:NM_182644.1~uORF:IOH44403	240
B07R12C20	7-20-12	Hs~Ref:NM_182644.1~uORF:IOH44403	232
B07R12C21	7-21-12	Hs~Ref:NM_024012.1~uORF:IOH42519	339
B07R12C22	7-22-12	Hs~Ref:NM_024012.1~uORF:IOH42519	340
B07R13C01	7-1-13	Hs~Ref:NM_032901.2~uORF:IOH6728	513
B07R13C02	7-2-13	Hs~Ref:NM_032901.2~uORF:IOH6728	625
B07R13C03	7-3-13	Hs~Ref:NM_006912.3~uORF:IOH29584	1712
B07R13C04	7-4-13	Hs~Ref:NM_006912.3~uORF:IOH29584	1749
B07R13C05	7-5-13	Hs~MGC:BC008840.2~uORF:IOH46146	658
B07R13C06	7-6-13	Hs~MGC:BC008840.2~uORF:IOH46146	625
B07R13C07	7-7-13	Hs~MGC:BC014210.2~uORF:IOH46147	967
B07R13C08	7-8-13	Hs~MGC:BC014210.2~uORF:IOH46147	525
B07R13C09	7-9-13	Hs~Ref:NM_002634.2~uORF:IOH59055	214
B07R13C10	7-10-13	Hs~Ref:NM_002634.2~uORF:IOH59055	205
B07R13C11	7-11-13	Hs~Ref:NM_001892.4~uORF:IOH59150	130
B07R13C12	7-12-13	Hs~Ref:NM_001892.4~uORF:IOH59150	96
B07R13C13	7-13-13	Hs~MGC:BC074765.2~uORF:IOH59064	396
B07R13C14	7-14-13	Hs~MGC:BC074765.2~uORF:IOH59064	436
B07R13C15	7-15-13	Hs~Ref:NM_000175.2~uORF:IOH5104	75
B07R13C16	7-16-13	Hs~Ref:NM_000175.2~uORF:IOH5104	122
B07R13C17	7-17-13	Hs~Ref:NM_004310.2~uORF:IOH13574	796
B07R13C18	7-18-13	Hs~Ref:NM_004310.2~uORF:IOH13574	599
B07R13C19	7-19-13	Hs~MGC:BC001030.1~uORF:IOH4266	427
B07R13C20	7-20-13	Hs~MGC:BC001030.1~uORF:IOH4266	564
B07R13C21	7-21-13	Hs~Ref:NM_002592.1~uORF:IOH3449	705
B07R13C22	7-22-13	Hs~Ref:NM_002592.1~uORF:IOH3449	627
B07R14C01	7-1-14	Hs~Ref:NM_004493.1~uORF:IOH3421	970
B07R14C02	7-2-14	Hs~Ref:NM_004493.1~uORF:IOH3421	985
B07R14C03	7-3-14	Hs~MGC:BC027612.2~uORF:IOH11844	470
B07R14C04	7-4-14	Hs~MGC:BC027612.2~uORF:IOH11844	498
B07R14C05	7-5-14	Hs~MGC:BC059371.1~uORF:IOH29259	264
B07R14C06	7-6-14	Hs~MGC:BC059371.1~uORF:IOH29259	219
B07R14C07	7-7-14	Hs~Ref:NM_004645.1~uORF:IOH14379	1404
B07R14C08	7-8-14	Hs~Ref:NM_004645.1~uORF:IOH14379	1404
B07R14C09	7-9-14	Hs~Ref:NM_000184.1~uORF:IOH13644	133
B07R14C10	7-10-14	Hs~Ref:NM_000184.1~uORF:IOH13644	142
B07R14C11	7-11-14	Hs~Ref:NM_002799.2~uORF:IOH53883	198
B07R14C12	7-12-14	Hs~Ref:NM_002799.2~uORF:IOH53883	218
B07R14C13	7-13-14	Hs~Ref:NM_006243.2~uORF:IOH54021	425
B07R14C14	7-14-14	Hs~Ref:NM_006243.2~uORF:IOH54021	454
B07R14C15	7-15-14	Hs~Ref:NM_001870.1~uORF:IOH53977	108
B07R14C16	7-16-14	Hs~Ref:NM_001870.1~uORF:IOH53977	99
B07R14C17	7-17-14	Hs~Ref:NM_001176.2~uORF:IOH53858	198
B07R14C18	7-18-14	Hs~Ref:NM_001176.2~uORF:IOH53858	252
B07R14C19	7-19-14	Hs~Ref:NM_006698.1~uORF:IOH26699	473
B07R14C20	7-20-14	Hs~Ref:NM_006698.1~uORF:IOH26699	180
B07R14C21	7-21-14	Hs~MGC:BC050393.1~uORF:IOH26678	389
B07R14C22	7-22-14	Hs~MGC:BC050393.1~uORF:IOH26678	319
B07R15C01	7-1-15	Hs~MGC:BC044612.1~uORF:IOH26756	218
B07R15C02	7-2-15	Hs~MGC:BC044612.1~uORF:IOH26756	255
B07R15C03	7-3-15	Hs~Ref:NM_001980.1~uORF:IOH26517	412
B07R15C04	7-4-15	Hs~Ref:NM_001980.1~uORF:IOH26517	352
B07R15C05	7-5-15	Hs~MGC:BC093700.1~uORF:IOH61973	328
B07R15C06	7-6-15	Hs~MGC:BC093700.1~uORF:IOH61973	424
B07R15C07	7-7-15	Hs~MGC:BC035123.1~uORF:IOH62252	113
B07R15C08	7-8-15	Hs~MGC:BC035123.1~uORF:IOH62252	-2
B07R15C09	7-9-15	Hs~MGC:BC036872.1~uORF:IOH62341	237
B07R15C10	7-10-15	Hs~MGC:BC036872.1~uORF:IOH62341	209
B07R15C11	7-11-15	Hs~MGC:BC038293.2~uORF:IOH61416	201
B07R15C12	7-12-15	Hs~MGC:BC038293.2~uORF:IOH61416	151
B07R15C13	7-13-15	Hs~Ref:NM_002742.1~CAT:PV3791	178
B07R15C14	7-14-15	Hs~Ref:NM_002742.1~CAT:PV3791	249
B07R15C15	7-15-15	Hs~Ref:NM_001042452.1~CAT:PV3690	377
B07R15C16	7-16-15	Hs~Ref:NM_001042452.1~CAT:PV3690	243
B07R15C17	7-17-15	Hs~Ref:NM_006281.1~CAT:PV4805	254
B07R15C18	7-18-15	Hs~Ref:NM_006281.1~CAT:PV4805	341
B07R15C19	7-19-15	Hs~Ref:NM_013302.1~CAT:PV4559	227
B07R15C20	7-20-15	Hs~Ref:NM_013302.1~CAT:PV4559	236
B07R15C21	7-21-15	Hs~N/A:NM_005228.3~CAT:PV3873	151
B07R15C22	7-22-15	Hs~N/A:NM_005228.3~CAT:PV3873	235
B07R16C01	7-1-16	Hs~Ref:NM_020341.3~CAT:PV4405	106
B07R16C02	7-2-16	Hs~Ref:NM_020341.3~CAT:PV4405	106
B07R16C03	7-3-16	Hs~Ref:NM_014002.1~CAT:PV4875	290
B07R16C04	7-4-16	Hs~Ref:NM_014002.1~CAT:PV4875	258
B07R16C05	7-5-16	Hs~Ref:NM_014791.1~CAT:PV4823	113
B07R16C06	7-6-16	Hs~Ref:NM_014791.1~CAT:PV4823	62
B07R16C07	7-7-16	Hs~MGC:BC095422.1~uORF:IOH62620	179
B07R16C08	7-8-16	Hs~MGC:BC095422.1~uORF:IOH62620	156
B07R16C09	7-9-16	Hs~MGC:BC067431.1~uORF:IOH62524	263
B07R16C10	7-10-16	Hs~MGC:BC067431.1~uORF:IOH62524	249
B07R16C11	7-11-16	Hs~MGC:BC072436.1~uORF:IOH61814	278
B07R16C12	7-12-16	Hs~MGC:BC072436.1~uORF:IOH61814	352
B07R16C13	7-13-16	Hs~MGC:BC095401.1~uORF:IOH62645	346
B07R16C14	7-14-16	Hs~MGC:BC095401.1~uORF:IOH62645	425
B07R16C15	7-15-16	Hs~MGC:BC051695.1~uORF:IOH26532	497
B07R16C16	7-16-16	Hs~MGC:BC051695.1~uORF:IOH26532	385
B07R16C17	7-17-16	Hs~Ref:NM_153337.1~uORF:IOH27298	426
B07R16C18	7-18-16	Hs~Ref:NM_153337.1~uORF:IOH27298	420
B07R16C19	7-19-16	Hs~Ref:NM_001033551.1~uORF:IOH26533	251
B07R16C20	7-20-16	Hs~Ref:NM_001033551.1~uORF:IOH26533	314
B07R16C21	7-21-16	Hs~MGC:BC054347.1~uORF:IOH28965	462
B07R16C22	7-22-16	Hs~MGC:BC054347.1~uORF:IOH28965	455
B07R17C01	7-1-17	Hs~Ref:NM_021210.2~uORF:IOH21962	377
B07R17C02	7-2-17	Hs~Ref:NM_021210.2~uORF:IOH21962	391
B07R17C03	7-3-17	Hs~Ref:NM_016616.2~uORF:IOH22105	352
B07R17C04	7-4-17	Hs~Ref:NM_016616.2~uORF:IOH22105	364
B07R17C05	7-5-17	Hs~Ref:NM_001167.2~uORF:IOH21984	3505
B07R17C06	7-6-17	Hs~Ref:NM_001167.2~uORF:IOH21984	3397
B07R17C07	7-7-17	Hs~Ref:NM_178821.1~uORF:IOH22298	513
B07R17C08	7-8-17	Hs~Ref:NM_178821.1~uORF:IOH22298	581
B07R17C09	7-9-17	Hs~MGC:BC071674.1~uORF:IOH61797	264
B07R17C10	7-10-17	Hs~MGC:BC071674.1~uORF:IOH61797	203
B07R17C11	7-11-17	Hs~MGC:BC067435.1~uORF:IOH62535	306
B07R17C12	7-12-17	Hs~MGC:BC067435.1~uORF:IOH62535	376
B07R17C13	7-13-17	Hs~MGC:BC084582.1~uORF:IOH62563	39
B07R17C14	7-14-17	Hs~MGC:BC084582.1~uORF:IOH62563	282
B07R17C15	7-15-17	Hs~MGC:BC067859.1~uORF:IOH62489	107
B07R17C16	7-16-17	Hs~MGC:BC067859.1~uORF:IOH62489	85
B07R17C17	7-17-17	Hs~Ref:NM_003374.1~uORF:IOH7514	262
B07R17C18	7-18-17	Hs~Ref:NM_003374.1~uORF:IOH7514	552
B07R17C19	7-19-17	Hs~Ref:NM_078470.1~uORF:IOH3663	624
B07R17C20	7-20-17	Hs~Ref:NM_078470.1~uORF:IOH3663	708
B07R17C21	7-21-17	Hs~Ref:XM_378356.1~uORF:IOH43700	580
B07R17C22	7-22-17	Hs~Ref:XM_378356.1~uORF:IOH43700	420
B07R18C01	7-1-18	Hs~MGC:BC002755.1~N/A	574
B07R18C02	7-2-18	Hs~MGC:BC002755.1~N/A	530
B07R18C03	7-3-18	Hs~MGC:BC040558.1~uORF:IOH27718	140
B07R18C04	7-4-18	Hs~MGC:BC040558.1~uORF:IOH27718	184
B07R18C05	7-5-18	Hs~MGC:BC051687.1~uORF:IOH26538	254
B07R18C06	7-6-18	Hs~MGC:BC051687.1~uORF:IOH26538	264
B07R18C07	7-7-18	Hs~MGC:BC047472.1~uORF:IOH26486	115
B07R18C08	7-8-18	Hs~MGC:BC047472.1~uORF:IOH26486	178
B07R18C09	7-9-18	Hs~Ref:NM_005191.2~uORF:IOH27312	149
B07R18C10	7-10-18	Hs~Ref:NM_005191.2~uORF:IOH27312	123
B07R18C11	7-11-18	Hs~MGC:BC036900.1~uORF:IOH56423	445
B07R18C12	7-12-18	Hs~MGC:BC036900.1~uORF:IOH56423	412
B07R18C13	7-13-18	Hs~Ref:NM_018154.2~uORF:IOH56957	218
B07R18C14	7-14-18	Hs~Ref:NM_018154.2~uORF:IOH56957	298
B07R18C15	7-15-18	Hs~MGC:BC096341.1~uORF:IOH63245	195
B07R18C16	7-16-18	Hs~MGC:BC096341.1~uORF:IOH63245	190
B07R18C17	7-17-18	Hs~Ref:NM_001971.4~uORF:IOH60513	74
B07R18C18	7-18-18	Hs~Ref:NM_001971.4~uORF:IOH60513	90
B07R18C19	7-19-18	Hs~Ref:NM_003656.3~N/A	131
B07R18C20	7-20-18	Hs~Ref:NM_003656.3~N/A	150
B07R18C21	7-21-18	Hs~Ref:NM_001274.2~N/A	-2
B07R18C22	7-22-18	Hs~Ref:NM_001274.2~N/A	-3
B07R19C01	7-1-19	Hs~Ref:NM_001715.1~N/A	353
B07R19C02	7-2-19	Hs~Ref:NM_001715.1~N/A	328
B07R19C03	7-3-19	Hs~Ref:NM_032806.4~uORF:IOH29140	174
B07R19C04	7-4-19	Hs~Ref:NM_032806.4~uORF:IOH29140	200
B07R19C05	7-5-19	Hs~Ref:NM_145020.1~uORF:IOH22338	1033
B07R19C06	7-6-19	Hs~Ref:NM_145020.1~uORF:IOH22338	1266
B07R19C07	7-7-19	Hs~MGC:BC031606.1~uORF:IOH22809	-37
B07R19C08	7-8-19	Hs~MGC:BC031606.1~uORF:IOH22809	447
B07R19C09	7-9-19	Hs~MGC:BC030260.1~uORF:IOH21521	378
B07R19C10	7-10-19	Hs~MGC:BC030260.1~uORF:IOH21521	375
B07R19C11	7-11-19	Hs~MGC:BC033871.1~uORF:IOH21866	461
B07R19C12	7-12-19	Hs~MGC:BC033871.1~uORF:IOH21866	466
B07R19C13	7-13-19	Hs~MGC:BC007766.1~uORF:IOH6455	251
B07R19C14	7-14-19	Hs~MGC:BC007766.1~uORF:IOH6455	310
B07R19C15	7-15-19	Hs~Ref:NM_014515.1~uORF:IOH4119	349
B07R19C16	7-16-19	Hs~Ref:NM_014515.1~uORF:IOH4119	385
B07R19C17	7-17-19	Hs~MGC:BC029562.1~uORF:IOH21575	407
B07R19C18	7-18-19	Hs~MGC:BC029562.1~uORF:IOH21575	376
B07R19C19	7-19-19	Hs~MGC:NM_152717.1~uORF:IOH22811	271
B07R19C20	7-20-19	Hs~MGC:NM_152717.1~uORF:IOH22811	20
B07R19C21	7-21-19	Hs~Ref:NM_000486.2~uORF:IOH27325	618
B07R19C22	7-22-19	Hs~Ref:NM_000486.2~uORF:IOH27325	576
B07R20C01	7-1-20	Hs~MGC:NM_182665.1~uORF:IOH25788	378
B07R20C02	7-2-20	Hs~MGC:NM_182665.1~uORF:IOH25788	335
B07R20C03	7-3-20	Hs~MGC:BC037333.1~uORF:IOH27700	272
B07R20C04	7-4-20	Hs~MGC:BC037333.1~uORF:IOH27700	312
B07R20C05	7-5-20	Hs~MGC:NM_198081.1~uORF:IOH25820	-4
B07R20C06	7-6-20	Hs~MGC:NM_198081.1~uORF:IOH25820	-1
B07R20C07	7-7-20	Hs~Ref:NM_032182.2~uORF:IOH10212	90
B07R20C08	7-8-20	Hs~Ref:NM_032182.2~uORF:IOH10212	69
B07R20C09	7-9-20	Hs~MGC:BC020577.1~uORF:IOH21439	276
B07R20C10	7-10-20	Hs~MGC:BC020577.1~uORF:IOH21439	22
B07R20C11	7-11-20	Hs~MGC:BC003656.1~uORF:IOH27778	23
B07R20C12	7-12-20	Hs~MGC:BC003656.1~uORF:IOH27778	153
B07R20C13	7-13-20	Hs~MGC:BC053602.1~uORF:IOH28986	126
B07R20C14	7-14-20	Hs~MGC:BC053602.1~uORF:IOH28986	13
B07R20C15	7-15-20	Hs~MGC:NM_173472.1~uORF:IOH11568	82
B07R20C16	7-16-20	Hs~MGC:NM_173472.1~uORF:IOH11568	135
B07R20C17	7-17-20	Hs~Ref:NM_001004714.1~uORF:IOH28305	89
B07R20C18	7-18-20	Hs~Ref:NM_001004714.1~uORF:IOH28305	-7
B07R20C19	7-19-20	Hs~MGC:BC038515.1~uORF:IOH27707	428
B07R20C20	7-20-20	Hs~MGC:BC038515.1~uORF:IOH27707	418
B07R20C21	7-21-20	Hs~MGC:BC005404.1~uORF:IOH3197	363
B07R20C22	7-22-20	Hs~MGC:BC005404.1~uORF:IOH3197	393
B07R21C01	7-1-21	Hs~Ref:NM_002468.2~uORF:IOH9958	122
B07R21C02	7-2-21	Hs~Ref:NM_002468.2~uORF:IOH9958	98
B07R21C03	7-3-21	Hs~Ref:NM_016579.1~uORF:IOH4292	2811
B07R21C04	7-4-21	Hs~Ref:NM_016579.1~uORF:IOH4292	2853
B07R21C05	7-5-21	Hs~MGC:BC009540.1~uORF:IOH9895	92
B07R21C06	7-6-21	Hs~MGC:BC009540.1~uORF:IOH9895	127
B07R21C07	7-7-21	Hs~MGC:BC015032.1~uORF:IOH10093	241
B07R21C08	7-8-21	Hs~MGC:BC015032.1~uORF:IOH10093	349
B07R21C09	7-9-21	Hs~Ref:NP_001954.2~CAT_10605-H01H-25	0
B07R21C10	7-10-21	Hs~Ref:NP_001954.2~CAT_10605-H01H-25	1
B07R21C11	7-11-21	Internal_1007209	1
B07R21C12	7-12-21	Internal_1007209	2
B07R21C13	7-13-21	Hs~Ref:NP_057466.1~CAT_10042-H08H-25	-1
B07R21C14	7-14-21	Hs~Ref:NP_057466.1~CAT_10042-H08H-25	-1
B07R21C15	7-15-21	Internal_1007209	3
B07R21C16	7-16-21	Internal_1007209	3
B07R21C17	7-17-21	Hs~Ref:NP_061947.1~CAT_10171-H02H-25	-3
B07R21C18	7-18-21	Hs~Ref:NP_061947.1~CAT_10171-H02H-25	-1
B07R21C19	7-19-21	Internal_1007209	76
B07R21C20	7-20-21	Internal_1007209	72
B07R21C21	7-21-21	Internal_1007209	1544
B07R21C22	7-22-21	Internal_1007209	1839
B07R22C01	7-1-22	ERa~N/A	2375
B07R22C02	7-2-22	ERa~N/A	2115
B07R22C03	7-3-22	PKCeta~N/A	9
B07R22C04	7-4-22	PKCeta~N/A	13
B07R22C05	7-5-22	Calmodulin~N/A	7
B07R22C06	7-6-22	Calmodulin~N/A	13
B07R22C07	7-7-22	V5control5~N/A	407
B07R22C08	7-8-22	V5control5~N/A	419
B07R22C09	7-9-22	V5control4~N/A	-3
B07R22C10	7-10-22	V5control4~N/A	0
B07R22C11	7-11-22	V5control3~N/A	45
B07R22C12	7-12-22	V5control3~N/A	37
B07R22C13	7-13-22	V5control2~N/A	36
B07R22C14	7-14-22	V5control2~N/A	19
B07R22C15	7-15-22	V5control1~N/A	20
B07R22C16	7-16-22	V5control1~N/A	19
B07R22C17	7-17-22	CMK2A~N/A	217
B07R22C18	7-18-22	CMK2A~N/A	215
B07R22C19	7-19-22	ERa~N/A	1652
B07R22C20	7-20-22	ERa~N/A	1678
B07R22C21	7-21-22	AlexaAntiMouseAb~N/A	11707
B07R22C22	7-22-22	AlexaAntiMouseAb~N/A	10250
B08R01C01	8-1-1	AlexaAntiMouseAb~N/A	36966
B08R01C02	8-2-1	AlexaAntiMouseAb~N/A	31122
B08R01C03	8-3-1	ERa~N/A	2913
B08R01C04	8-4-1	ERa~N/A	2835
B08R01C05	8-5-1	HumanIgG1~N/A	697
B08R01C06	8-6-1	HumanIgG1~N/A	640
B08R01C07	8-7-1	HumanIgG2~N/A	2122
B08R01C08	8-8-1	HumanIgG2~N/A	2147
B08R01C09	8-9-1	HumanIgG3~N/A	12109
B08R01C10	8-10-1	HumanIgG3~N/A	12477
B08R01C11	8-11-1	HumanIgG4~N/A	38856
B08R01C12	8-12-1	HumanIgG4~N/A	38788
B08R01C13	8-13-1	BiotinAb~N/A	142
B08R01C14	8-14-1	BiotinAb~N/A	51
B08R01C15	8-15-1	RanBP2deltaFG~N/A	366
B08R01C16	8-16-1	RanBP2deltaFG~N/A	214
B08R01C17	8-17-1	hMDM2~N/A	791
B08R01C18	8-18-1	hMDM2~N/A	-5
B08R01C19	8-19-1	PKCeta~N/A	371
B08R01C20	8-20-1	PKCeta~N/A	221
B08R01C21	8-21-1	AlexaAntiMouseAb~N/A	36534
B08R01C22	8-22-1	AlexaAntiMouseAb~N/A	29418
B08R02C01	8-1-2	PKCeta~N/A	858
B08R02C02	8-2-2	PKCeta~N/A	832
B08R02C03	8-3-2	Buffer	100
B08R02C04	8-4-2	Buffer	167
B08R02C05	8-5-2	HumanIgA~N/A	16376
B08R02C06	8-6-2	HumanIgA~N/A	16222
B08R02C07	8-7-2	Buffer	20
B08R02C08	8-8-2	Buffer	31
B08R02C09	8-9-2	BSA~N/A	8336
B08R02C10	8-10-2	BSA~N/A	8550
B08R02C11	8-11-2	Hs~MGC:BC032589.1~uORF:IOH21955	631
B08R02C12	8-12-2	Hs~MGC:BC032589.1~uORF:IOH21955	398
B08R02C13	8-13-2	Hs~MGC:BC026296.1~uORF:IOH14813	547
B08R02C14	8-14-2	Hs~MGC:BC026296.1~uORF:IOH14813	398
B08R02C15	8-15-2	Hs~Ref:NM_021034.1~uORF:IOH58755	724
B08R02C16	8-16-2	Hs~Ref:NM_021034.1~uORF:IOH58755	505
B08R02C17	8-17-2	Hs~Ref:NM_006334.2~uORF:IOH58962	447
B08R02C18	8-18-2	Hs~Ref:NM_006334.2~uORF:IOH58962	-20
B08R02C19	8-19-2	Hs~MGC:BC006969.1~uORF:IOH7343	252
B08R02C20	8-20-2	Hs~MGC:BC006969.1~uORF:IOH7343	267
B08R02C21	8-21-2	Hs~MGC:BC011498.1~uORF:IOH9619	627
B08R02C22	8-22-2	Hs~MGC:BC011498.1~uORF:IOH9619	528
B08R03C01	8-1-3	Hs~Ref:NM_004202.1~uORF:IOH11127	30
B08R03C02	8-2-3	Hs~Ref:NM_004202.1~uORF:IOH11127	-24
B08R03C03	8-3-3	Hs~Ref:NM_016371.1~uORF:IOH7352	616
B08R03C04	8-4-3	Hs~Ref:NM_016371.1~uORF:IOH7352	311
B08R03C05	8-5-3	Hs~Ref:NM_000961.3~uORF:IOH37838	23
B08R03C06	8-6-3	Hs~Ref:NM_000961.3~uORF:IOH37838	24
B08R03C07	8-7-3	Hs~Ref:NM_194318.2~uORF:IOH37836	65
B08R03C08	8-8-3	Hs~Ref:NM_194318.2~uORF:IOH37836	1
B08R03C09	8-9-3	Hs~Ref:NM_153289.2~uORF:IOH40759	45
B08R03C10	8-10-3	Hs~Ref:NM_153289.2~uORF:IOH40759	12
B08R03C11	8-11-3	Hs~Ref:NM_199054.1~uORF:IOH37765	123
B08R03C12	8-12-3	Hs~Ref:NM_199054.1~uORF:IOH37765	-11
B08R03C13	8-13-3	Hs~Ref:NM_001985.2~uORF:IOH40972	37
B08R03C14	8-14-3	Hs~Ref:NM_001985.2~uORF:IOH40972	93
B08R03C15	8-15-3	Hs~Ref:NM_022908.1~uORF:IOH44482	5
B08R03C16	8-16-3	Hs~Ref:NM_022908.1~uORF:IOH44482	0
B08R03C17	8-17-3	Hs~Ref:NM_145311.1~uORF:IOH41041	19
B08R03C18	8-18-3	Hs~Ref:NM_145311.1~uORF:IOH41041	-25
B08R03C19	8-19-3	Hs~Ref:NM_145865.1~uORF:IOH35802	227
B08R03C20	8-20-3	Hs~Ref:NM_145865.1~uORF:IOH35802	-14
B08R03C21	8-21-3	Hs~MGC:BC029760.1~uORF:IOH22119	274
B08R03C22	8-22-3	Hs~MGC:BC029760.1~uORF:IOH22119	-123
B08R04C01	8-1-4	Hs~MGC:BC000026.1~uORF:IOH4716	151
B08R04C02	8-2-4	Hs~MGC:BC000026.1~uORF:IOH4716	143
B08R04C03	8-3-4	Hs~MGC:NM_174923.1~uORF:IOH14835	-25
B08R04C04	8-4-4	Hs~MGC:NM_174923.1~uORF:IOH14835	3541
B08R04C05	8-5-4	Hs~Ref:NM_139242.1~uORF:IOH21859	152
B08R04C06	8-6-4	Hs~Ref:NM_139242.1~uORF:IOH21859	33
B08R04C07	8-7-4	Hs~Ref:NM_018279.2~uORF:IOH10199	117
B08R04C08	8-8-4	Hs~Ref:NM_018279.2~uORF:IOH10199	231
B08R04C09	8-9-4	Hs~MGC:BC010240.1~uORF:IOH10210	167
B08R04C10	8-10-4	Hs~MGC:BC010240.1~uORF:IOH10210	-8
B08R04C11	8-11-4	Hs~Ref:NM_058169.1~uORF:IOH10242	-16
B08R04C12	8-12-4	Hs~Ref:NM_058169.1~uORF:IOH10242	571
B08R04C13	8-13-4	Hs~Ref:NM_006054.1~uORF:IOH10268	214
B08R04C14	8-14-4	Hs~Ref:NM_006054.1~uORF:IOH10268	-17
B08R04C15	8-15-4	Hs~Ref:NM_181349.1~uORF:IOH38225	5
B08R04C16	8-16-4	Hs~Ref:NM_181349.1~uORF:IOH38225	333
B08R04C17	8-17-4	Hs~Ref:NM_006403.2~uORF:IOH27637	457
B08R04C18	8-18-4	Hs~Ref:NM_006403.2~uORF:IOH27637	185
B08R04C19	8-19-4	Hs~Ref:NM_152716.1~uORF:IOH38079	8758
B08R04C20	8-20-4	Hs~Ref:NM_152716.1~uORF:IOH38079	7572
B08R04C21	8-21-4	Hs~Ref:NM_005338.4~uORF:IOH38605	485
B08R04C22	8-22-4	Hs~Ref:NM_005338.4~uORF:IOH38605	405
B08R05C01	8-1-5	Hs~Ref:NM_015833.1~uORF:IOH38242	661
B08R05C02	8-2-5	Hs~Ref:NM_015833.1~uORF:IOH38242	672
B08R05C03	8-3-5	Hs~Ref:NM_178425.1~uORF:IOH38634	2451
B08R05C04	8-4-5	Hs~Ref:NM_178425.1~uORF:IOH38634	2328
B08R05C05	8-5-5	Hs~Ref:NM_001883.2~uORF:IOH29569	6
B08R05C06	8-6-5	Hs~Ref:NM_001883.2~uORF:IOH29569	115
B08R05C07	8-7-5	Hs~Ref:NM_000697.1~uORF:IOH38131	196
B08R05C08	8-8-5	Hs~Ref:NM_000697.1~uORF:IOH38131	156
B08R05C09	8-9-5	Hs~Ref:NM_004071.1~N/A	350
B08R05C10	8-10-5	Hs~Ref:NM_004071.1~N/A	312
B08R05C11	8-11-5	Hs~Ref:NM_002344.1~N/A	202
B08R05C12	8-12-5	Hs~Ref:NM_002344.1~N/A	51
B08R05C13	8-13-5	Hs~Ref:NM_002748.2~N/A	415
B08R05C14	8-14-5	Hs~Ref:NM_002748.2~N/A	432
B08R05C15	8-15-5	Hs~Ref:NM_004431.1~N/A	291
B08R05C16	8-16-5	Hs~Ref:NM_004431.1~N/A	-41
B08R05C17	8-17-5	Hs~Ref:NM_003691.1~N/A	-6
B08R05C18	8-18-5	Hs~Ref:NM_003691.1~N/A	464
B08R05C19	8-19-5	Hs~Ref:NM_006257.1~N/A	196
B08R05C20	8-20-5	Hs~Ref:NM_006257.1~N/A	416
