id	position	name	GSM2522670
B25R13C07	25-7-13	Hs~MGC:BC016283.1~uORF:IOH10041	342
B25R13C08	25-8-13	Hs~MGC:BC016283.1~uORF:IOH10041	338
B25R13C09	25-9-13	Hs~Ref:NM_001011669.1~uORF:IOH57339	295
B25R13C10	25-10-13	Hs~Ref:NM_001011669.1~uORF:IOH57339	276
B25R13C11	25-11-13	Hs~Ref:NM_147196.1~uORF:IOH42270	2532
B25R13C12	25-12-13	Hs~Ref:NM_147196.1~uORF:IOH42270	2581
B25R13C13	25-13-13	Hs~Ref:NM_024515.1~uORF:IOH5172	1221
B25R13C14	25-14-13	Hs~Ref:NM_024515.1~uORF:IOH5172	1132
B25R13C15	25-15-13	Hs~MGC:NM_024511.3~uORF:IOH5198	443
B25R13C16	25-16-13	Hs~MGC:NM_024511.3~uORF:IOH5198	423
B25R13C17	25-17-13	Hs~MGC:BC017871.1~uORF:IOH13901	426
B25R13C18	25-18-13	Hs~MGC:BC017871.1~uORF:IOH13901	452
B25R13C19	25-19-13	Hs~Ref:NM_007220.1~uORF:IOH11664	356
B25R13C20	25-20-13	Hs~Ref:NM_007220.1~uORF:IOH11664	371
B25R13C21	25-21-13	Hs~MGC:BC011863.2~uORF:IOH14833	677
B25R13C22	25-22-13	Hs~MGC:BC011863.2~uORF:IOH14833	679
B25R14C01	25-1-14	Hs~Ref:NM_024790.2~uORF:IOH13277	986
B25R14C02	25-2-14	Hs~Ref:NM_024790.2~uORF:IOH13277	932
B25R14C03	25-3-14	Hs~MGC:BC008788.2~uORF:IOH6237	286
B25R14C04	25-4-14	Hs~MGC:BC008788.2~uORF:IOH6237	301
B25R14C05	25-5-14	Hs~Ref:NM_014475.2~uORF:IOH21985	298
B25R14C06	25-6-14	Hs~Ref:NM_014475.2~uORF:IOH21985	298
B25R14C07	25-7-14	Hs~MGC:BC036784.1~uORF:IOH22104	314
B25R14C08	25-8-14	Hs~MGC:BC036784.1~uORF:IOH22104	310
B25R14C09	25-9-14	Hs~MGC:BC033882.1~uORF:IOH22100	331
B25R14C10	25-10-14	Hs~MGC:BC033882.1~uORF:IOH22100	285
B25R14C11	25-11-14	Hs~Ref:NM_017724.1~uORF:IOH29011	387
B25R14C12	25-12-14	Hs~Ref:NM_017724.1~uORF:IOH29011	420
B25R14C13	25-13-14	Hs~Ref:NM_032786.1~uORF:IOH13275	2116
B25R14C14	25-14-14	Hs~Ref:NM_032786.1~uORF:IOH13275	2059
B25R14C15	25-15-14	Hs~Ref:NM_052901.2~uORF:IOH42062	306
B25R14C16	25-16-14	Hs~Ref:NM_052901.2~uORF:IOH42062	235
B25R14C17	25-17-14	Hs~Ref:NM_014157.2~uORF:IOH42224	310
B25R14C18	25-18-14	Hs~Ref:NM_014157.2~uORF:IOH42224	293
B25R14C19	25-19-14	Hs~Ref:NM_004548.1~uORF:IOH5864	325
B25R14C20	25-20-14	Hs~Ref:NM_004548.1~uORF:IOH5864	276
B25R14C21	25-21-14	Hs~Ref:NM_015407.3~uORF:IOH4118	389
B25R14C22	25-22-14	Hs~Ref:NM_015407.3~uORF:IOH4118	409
B25R15C01	25-1-15	Hs~Ref:NM_005855.1~uORF:IOH4168	288
B25R15C02	25-2-15	Hs~Ref:NM_005855.1~uORF:IOH4168	301
B25R15C03	25-3-15	Hs~MGC:BC033790.1~uORF:IOH21793	377
B25R15C04	25-4-15	Hs~MGC:BC033790.1~uORF:IOH21793	386
B25R15C05	25-5-15	Hs~Ref:NM_170750.1~uORF:IOH41229	303
B25R15C06	25-6-15	Hs~Ref:NM_170750.1~uORF:IOH41229	264
B25R15C07	25-7-15	Hs~Ref:NM_005440.3~uORF:IOH44761	507
B25R15C08	25-8-15	Hs~Ref:NM_005440.3~uORF:IOH44761	506
B25R15C09	25-9-15	Hs~Ref:XM_048235.2~uORF:IOH43018	317
B25R15C10	25-10-15	Hs~Ref:XM_048235.2~uORF:IOH43018	338
B25R15C11	25-11-15	Hs~Ref:NM_005776.2~uORF:IOH41416	238
B25R15C12	25-12-15	Hs~Ref:NM_005776.2~uORF:IOH41416	186
B25R15C13	25-13-15	Hs~IVGN:PM_2139~Ext:histone~N/A	197
B25R15C14	25-14-15	Hs~IVGN:PM_2139~Ext:histone~N/A	213
B25R15C15	25-15-15	Hs~Ref:NM_005465.3~CAT:PV3185	16
B25R15C16	25-16-15	Hs~Ref:NM_005465.3~CAT:PV3185	126
B25R15C17	25-17-15	Hs~Ref:NM_002344.3~CAT:PV4651	273
B25R15C18	25-18-15	Hs~Ref:NM_002344.3~CAT:PV4651	285
B25R15C19	25-19-15	Hs~Ref:NM_001240.2~CAT:PV4131	170
B25R15C20	25-20-15	Hs~Ref:NM_001240.2~CAT:PV4131	137
B25R15C21	25-21-15	Hs~Ref:NM_020630.2~CAT:PV3819	211
B25R15C22	25-22-15	Hs~Ref:NM_020630.2~CAT:PV3819	182
B25R16C01	25-1-16	Hs~Ref:NM_003215.1~CAT:PV3269	496
B25R16C02	25-2-16	Hs~Ref:NM_003215.1~CAT:PV3269	508
B25R16C03	25-3-16	Hs~MGC:NM_015191.1~CAT:PV4792	656
B25R16C04	25-4-16	Hs~MGC:NM_015191.1~CAT:PV4792	679
B25R16C05	25-5-16	Hs~Ref:NM_005163.1~CAT:PV3685	113
B25R16C06	25-6-16	Hs~Ref:NM_005163.1~CAT:PV3685	75
B25R16C07	25-7-16	Hs~MGC:BC009390.1~uORF:IOH27829	188
B25R16C08	25-8-16	Hs~MGC:BC009390.1~uORF:IOH27829	116
B25R16C09	25-9-16	Hs~MGC:BC042150.1~uORF:IOH27999	204
B25R16C10	25-10-16	Hs~MGC:BC042150.1~uORF:IOH27999	264
B25R16C11	25-11-16	Hs~MGC:BC050377.1~uORF:IOH26671	301
B25R16C12	25-12-16	Hs~MGC:BC050377.1~uORF:IOH26671	324
B25R16C13	25-13-16	Hs~Ref:NM_006214.2~uORF:IOH22535	376
B25R16C14	25-14-16	Hs~Ref:NM_006214.2~uORF:IOH22535	397
B25R16C15	25-15-16	Hs~Ref:NM_203488.1~uORF:IOH44619	405
B25R16C16	25-16-16	Hs~Ref:NM_203488.1~uORF:IOH44619	380
B25R16C17	25-17-16	Hs~Ref:NM_001011670.1~uORF:IOH57330	345
B25R16C18	25-18-16	Hs~Ref:NM_001011670.1~uORF:IOH57330	371
B25R16C19	25-19-16	Hs~MGC:BC038467.1~uORF:IOH25921	333
B25R16C20	25-20-16	Hs~MGC:BC038467.1~uORF:IOH25921	360
B25R16C21	25-21-16	Hs~MGC:BC069412.1~uORF:IOH40305	401
B25R16C22	25-22-16	Hs~MGC:BC069412.1~uORF:IOH40305	407
B25R17C01	25-1-17	Hs~MGC:BC028199.1~uORF:IOH11414	454
B25R17C02	25-2-17	Hs~MGC:BC028199.1~uORF:IOH11414	405
B25R17C03	25-3-17	Hs~Ref:NM_006597.3~uORF:IOH11329	313
B25R17C04	25-4-17	Hs~Ref:NM_006597.3~uORF:IOH11329	320
B25R17C05	25-5-17	Hs~MGC:BC017594.2~uORF:IOH27762	395
B25R17C06	25-6-17	Hs~MGC:BC017594.2~uORF:IOH27762	389
B25R17C07	25-7-17	Hs~Ref:NM_001889.2~uORF:IOH26287	414
B25R17C08	25-8-17	Hs~Ref:NM_001889.2~uORF:IOH26287	459
B25R17C09	25-9-17	Hs~MGC:BC027484.1~uORF:IOH27427	667
B25R17C10	25-10-17	Hs~MGC:BC027484.1~uORF:IOH27427	648
B25R17C11	25-11-17	Hs~Ref:NM_032023.3~uORF:IOH21970	1053
B25R17C12	25-12-17	Hs~Ref:NM_032023.3~uORF:IOH21970	1064
B25R17C13	25-13-17	Hs~MGC:BC004966.1~uORF:IOH4560	483
B25R17C14	25-14-17	Hs~MGC:BC004966.1~uORF:IOH4560	505
B25R17C15	25-15-17	Hs~MGC:BC008808.2~uORF:IOH6341	576
B25R17C16	25-16-17	Hs~MGC:BC008808.2~uORF:IOH6341	571
B25R17C17	25-17-17	Hs~MGC:BC021741.1~uORF:IOH22430	248
B25R17C18	25-18-17	Hs~MGC:BC021741.1~uORF:IOH22430	289
B25R17C19	25-19-17	Hs~MGC:BC015155.1~uORF:IOH10623	201
B25R17C20	25-20-17	Hs~MGC:BC015155.1~uORF:IOH10623	204
B25R17C21	25-21-17	Hs~Ref:NM_016613.3~uORF:IOH11008	99
B25R17C22	25-22-17	Hs~Ref:NM_016613.3~uORF:IOH11008	72
B25R18C01	25-1-18	Hs~MGC:BC009710.1~uORF:IOH9854	669
B25R18C02	25-2-18	Hs~MGC:BC009710.1~uORF:IOH9854	628
B25R18C03	25-3-18	Hs~Ref:NM_002745.2~N/A	420
B25R18C04	25-4-18	Hs~Ref:NM_002745.2~N/A	503
B25R18C05	25-5-18	Hs~MGC:BC019064.1~uORF:IOH12760	312
B25R18C06	25-6-18	Hs~MGC:BC019064.1~uORF:IOH12760	315
B25R18C07	25-7-18	Hs~MGC:BC010360.1~uORF:IOH12880	276
B25R18C08	25-8-18	Hs~MGC:BC010360.1~uORF:IOH12880	447
B25R18C09	25-9-18	Hs~Ref:NM_017609.2~uORF:IOH27480	335
B25R18C10	25-10-18	Hs~Ref:NM_017609.2~uORF:IOH27480	359
B25R18C11	25-11-18	Hs~MGC:BC022362.1~uORF:IOH14191	65491
B25R18C12	25-12-18	Hs~MGC:BC022362.1~uORF:IOH14191	65495
B25R18C13	25-13-18	Hs~MGC:BC017356.1~uORF:IOH14096	1210
B25R18C14	25-14-18	Hs~MGC:BC017356.1~uORF:IOH14096	1168
B25R18C15	25-15-18	Hs~MGC:BC007524.1~uORF:IOH6913	345
B25R18C16	25-16-18	Hs~MGC:BC007524.1~uORF:IOH6913	368
B25R18C17	25-17-18	Hs~Ref:NM_152785.3~uORF:IOH21630	543
B25R18C18	25-18-18	Hs~Ref:NM_152785.3~uORF:IOH21630	582
B25R18C19	25-19-18	Hs~Ref:NM_015634.2~uORF:IOH14837	392
B25R18C20	25-20-18	Hs~Ref:NM_015634.2~uORF:IOH14837	386
B25R18C21	25-21-18	Hs~Ref:NM_032902.5~uORF:IOH27809	598
B25R18C22	25-22-18	Hs~Ref:NM_032902.5~uORF:IOH27809	476
B25R19C01	25-1-19	Hs~Ref:NM_004409.2~uORF:IOH40696	563
B25R19C02	25-2-19	Hs~Ref:NM_004409.2~uORF:IOH40696	558
B25R19C03	25-3-19	Hs~MGC:BC062701.1~uORF:IOH40710	701
B25R19C04	25-4-19	Hs~MGC:BC062701.1~uORF:IOH40710	674
B25R19C05	25-5-19	Hs~MGC:BC037207.1~uORF:IOH27659	705
B25R19C06	25-6-19	Hs~MGC:BC037207.1~uORF:IOH27659	733
B25R19C07	25-7-19	Hs~Ref:NM_006804.2~uORF:IOH27296	1083
B25R19C08	25-8-19	Hs~Ref:NM_006804.2~uORF:IOH27296	1041
B25R19C09	25-9-19	Hs~Ref:NM_145899.1~uORF:IOH6516	886
B25R19C10	25-10-19	Hs~Ref:NM_145899.1~uORF:IOH6516	891
B25R19C11	25-11-19	Hs~MGC:BC029827.1~uORF:IOH28674	461
B25R19C12	25-12-19	Hs~MGC:BC029827.1~uORF:IOH28674	504
B25R19C13	25-13-19	Hs~Ref:NM_014045.1~uORF:IOH3680	126
B25R19C14	25-14-19	Hs~Ref:NM_014045.1~uORF:IOH3680	148
B25R19C15	25-15-19	Hs~MGC:BC016327.1~uORF:IOH13232	243
B25R19C16	25-16-19	Hs~MGC:BC016327.1~uORF:IOH13232	364
B25R19C17	25-17-19	Hs~MGC:BC018722.1~uORF:IOH13970	447
B25R19C18	25-18-19	Hs~MGC:BC018722.1~uORF:IOH13970	408
B25R19C19	25-19-19	Hs~Ref:NM_182575.1~uORF:IOH27360	255
B25R19C20	25-20-19	Hs~Ref:NM_182575.1~uORF:IOH27360	131
B25R19C21	25-21-19	Hs~MGC:BC028728.1~uORF:IOH11804	230
B25R19C22	25-22-19	Hs~MGC:BC028728.1~uORF:IOH11804	243
B25R20C01	25-1-20	Hs~MGC:BC018426.1~uORF:IOH9673	43
B25R20C02	25-2-20	Hs~MGC:BC018426.1~uORF:IOH9673	268
B25R20C03	25-3-20	Hs~MGC:BC008305.1~uORF:IOH6986	243
B25R20C04	25-4-20	Hs~MGC:BC008305.1~uORF:IOH6986	250
B25R20C05	25-5-20	Hs~Ref:NM_032848.1~uORF:IOH13466	823
B25R20C06	25-6-20	Hs~Ref:NM_032848.1~uORF:IOH13466	788
B25R20C07	25-7-20	Hs~MGC:BC037963.1~uORF:IOH25981	1
B25R20C08	25-8-20	Hs~MGC:BC037963.1~uORF:IOH25981	7
B25R20C09	25-9-20	Hs~Ref:NM_023030.1~N/A	322
B25R20C10	25-10-20	Hs~Ref:NM_023030.1~N/A	339
B25R20C11	25-11-20	Hs~MGC:BC003065.1~N/A	15238
B25R20C12	25-12-20	Hs~MGC:BC003065.1~N/A	15090
B25R20C13	25-13-20	Hs~Ref:NM_003160.1~N/A	242
B25R20C14	25-14-20	Hs~Ref:NM_003160.1~N/A	281
B25R20C15	25-15-20	Hs~Ref:NM_014210.2~uORF:IOH45478	110
B25R20C16	25-16-20	Hs~Ref:NM_014210.2~uORF:IOH45478	102
B25R20C17	25-17-20	Hs~Ref:ENST00000362035~uORF:IOH45515	64
B25R20C18	25-18-20	Hs~Ref:ENST00000362035~uORF:IOH45515	162
B25R20C19	25-19-20	Hs~Ref:NM_177988.1~uORF:IOH45539	490
B25R20C20	25-20-20	Hs~Ref:NM_177988.1~uORF:IOH45539	479
B25R20C21	25-21-20	Hs~Ref:NM_175081.1~uORF:IOH45450	137
B25R20C22	25-22-20	Hs~Ref:NM_175081.1~uORF:IOH45450	154
B25R21C01	25-1-21	Hs~Ref:NM_174900.2~uORF:IOH42924	10
B25R21C02	25-2-21	Hs~Ref:NM_174900.2~uORF:IOH42924	35
B25R21C03	25-3-21	Hs~Ref:NM_138634.1~uORF:IOH44784	109
B25R21C04	25-4-21	Hs~Ref:NM_138634.1~uORF:IOH44784	148
B25R21C05	25-5-21	Hs~MGC:NM_032021.2~uORF:IOH44529	309
B25R21C06	25-6-21	Hs~MGC:NM_032021.2~uORF:IOH44529	250
B25R21C07	25-7-21	Hs~Ref:P59092~uORF:IOH43062	311
B25R21C08	25-8-21	Hs~Ref:P59092~uORF:IOH43062	302
B25R21C09	25-9-21	Hs~Ref:NP_000221.1~CAT_10221-HNAE-25	1
B25R21C10	25-10-21	Hs~Ref:NP_000221.1~CAT_10221-HNAE-25	2
B25R21C11	25-11-21	Internal_1007209	1775
B25R21C12	25-12-21	Internal_1007209	1917
B25R21C13	25-13-21	Hs~Ref:AAH19931.1~CAT_10374-H08B-25	4707
B25R21C14	25-14-21	Hs~Ref:AAH19931.1~CAT_10374-H08B-25	4600
B25R21C15	25-15-21	Internal_1007209	6
B25R21C16	25-16-21	Internal_1007209	20
B25R21C17	25-17-21	Hs~Ref:NP_000565.1~CAT_10101-H08H-25	8
B25R21C18	25-18-21	Hs~Ref:NP_000565.1~CAT_10101-H08H-25	17
B25R21C19	25-19-21	Internal_1007209	2
B25R21C20	25-20-21	Internal_1007209	2
B25R21C21	25-21-21	Hs~Ref:NP_001020539.2~CAT_PHC9391	59
B25R21C22	25-22-21	Hs~Ref:NP_001020539.2~CAT_PHC9391	57
B25R22C01	25-1-22	ERa~N/A	2588
B25R22C02	25-2-22	ERa~N/A	2557
B25R22C03	25-3-22	PKCeta~N/A	149
B25R22C04	25-4-22	PKCeta~N/A	240
B25R22C05	25-5-22	Calmodulin~N/A	15
B25R22C06	25-6-22	Calmodulin~N/A	8
B25R22C07	25-7-22	V5control5~N/A	228
B25R22C08	25-8-22	V5control5~N/A	198
B25R22C09	25-9-22	V5control4~N/A	53
B25R22C10	25-10-22	V5control4~N/A	13
B25R22C11	25-11-22	V5control3~N/A	31
B25R22C12	25-12-22	V5control3~N/A	35
B25R22C13	25-13-22	V5control2~N/A	16
B25R22C14	25-14-22	V5control2~N/A	50
B25R22C15	25-15-22	V5control1~N/A	14
B25R22C16	25-16-22	V5control1~N/A	16
B25R22C17	25-17-22	CMK2A~N/A	525
B25R22C18	25-18-22	CMK2A~N/A	514
B25R22C19	25-19-22	ERa~N/A	1917
B25R22C20	25-20-22	ERa~N/A	1961
B25R22C21	25-21-22	AlexaAntiMouseAb~N/A	9502
B25R22C22	25-22-22	AlexaAntiMouseAb~N/A	9213
B26R01C01	26-1-1	AlexaAntiMouseAb~N/A	34173
B26R01C02	26-2-1	AlexaAntiMouseAb~N/A	34029
B26R01C03	26-3-1	ERa~N/A	1823
B26R01C04	26-4-1	ERa~N/A	1848
B26R01C05	26-5-1	HumanIgG1~N/A	778
B26R01C06	26-6-1	HumanIgG1~N/A	1753
B26R01C07	26-7-1	HumanIgG2~N/A	2903
B26R01C08	26-8-1	HumanIgG2~N/A	3315
B26R01C09	26-9-1	HumanIgG3~N/A	15800
B26R01C10	26-10-1	HumanIgG3~N/A	17097
B26R01C11	26-11-1	HumanIgG4~N/A	53631
B26R01C12	26-12-1	HumanIgG4~N/A	65471
B26R01C13	26-13-1	BiotinAb~N/A	380
B26R01C14	26-14-1	BiotinAb~N/A	442
B26R01C15	26-15-1	RanBP2deltaFG~N/A	253
B26R01C16	26-16-1	RanBP2deltaFG~N/A	187
B26R01C17	26-17-1	hMDM2~N/A	801
B26R01C18	26-18-1	hMDM2~N/A	878
B26R01C19	26-19-1	PKCeta~N/A	435
B26R01C20	26-20-1	PKCeta~N/A	275
B26R01C21	26-21-1	AlexaAntiMouseAb~N/A	36607
B26R01C22	26-22-1	AlexaAntiMouseAb~N/A	29263
B26R02C01	26-1-2	PKCeta~N/A	893
B26R02C02	26-2-2	PKCeta~N/A	1132
B26R02C03	26-3-2	Buffer	157
B26R02C04	26-4-2	Buffer	102
B26R02C05	26-5-2	HumanIgA~N/A	18844
B26R02C06	26-6-2	HumanIgA~N/A	22961
B26R02C07	26-7-2	Buffer	67
B26R02C08	26-8-2	Buffer	56
B26R02C09	26-9-2	BSA~N/A	12728
B26R02C10	26-10-2	BSA~N/A	14221
B26R02C11	26-11-2	Hs~Ref:NM_023079.2~uORF:IOH10095	164
B26R02C12	26-12-2	Hs~Ref:NM_023079.2~uORF:IOH10095	598
B26R02C13	26-13-2	Hs~MGC:BC031427.1~uORF:IOH22113	168
B26R02C14	26-14-2	Hs~MGC:BC031427.1~uORF:IOH22113	114
B26R02C15	26-15-2	Hs~Ref:NM_002001.1~uORF:IOH7481	403
B26R02C16	26-16-2	Hs~Ref:NM_002001.1~uORF:IOH7481	351
B26R02C17	26-17-2	Hs~MGC:BC009623.1~uORF:IOH9844	273
B26R02C18	26-18-2	Hs~MGC:BC009623.1~uORF:IOH9844	200
B26R02C19	26-19-2	Hs~Ref:NM_004809.3~uORF:IOH22671	578
B26R02C20	26-20-2	Hs~Ref:NM_004809.3~uORF:IOH22671	602
B26R02C21	26-21-2	Hs~Ref:NM_021103.2~uORF:IOH10060	324
B26R02C22	26-22-2	Hs~Ref:NM_021103.2~uORF:IOH10060	314
B26R03C01	26-1-3	Hs~Ref:NM_000909.4~uORF:IOH22474	229
B26R03C02	26-2-3	Hs~Ref:NM_000909.4~uORF:IOH22474	231
B26R03C03	26-3-3	Hs~Ref:NM_003827.2~uORF:IOH4804	182
B26R03C04	26-4-3	Hs~Ref:NM_003827.2~uORF:IOH4804	155
B26R03C05	26-5-3	Hs~Ref:NM_013313.3~uORF:IOH43282	508
B26R03C06	26-6-3	Hs~Ref:NM_013313.3~uORF:IOH43282	515
B26R03C07	26-7-3	Hs~Ref:NM_002934.2~uORF:IOH44348	394
B26R03C08	26-8-3	Hs~Ref:NM_002934.2~uORF:IOH44348	19
B26R03C09	26-9-3	Hs~Ref:NM_182759.2~uORF:IOH42521	142
B26R03C10	26-10-3	Hs~Ref:NM_182759.2~uORF:IOH42521	72
B26R03C11	26-11-3	Hs~Ref:NM_007075.3~uORF:IOH45934	247
B26R03C12	26-12-3	Hs~Ref:NM_007075.3~uORF:IOH45934	227
B26R03C13	26-13-3	Hs~Ref:XM_096472.2~uORF:IOH42996	261
B26R03C14	26-14-3	Hs~Ref:XM_096472.2~uORF:IOH42996	319
B26R03C15	26-15-3	Hs~Ref:NM_018664.1~uORF:IOH44746	1437
B26R03C16	26-16-3	Hs~Ref:NM_018664.1~uORF:IOH44746	1506
B26R03C17	26-17-3	Hs~Ref:NM_017927.2~uORF:IOH43690	313
B26R03C18	26-18-3	Hs~Ref:NM_017927.2~uORF:IOH43690	62
B26R03C19	26-19-3	Hs~Ref:NM_016339.1~uORF:IOH42129	413
B26R03C20	26-20-3	Hs~Ref:NM_016339.1~uORF:IOH42129	336
B26R03C21	26-21-3	Hs~Ref:NM_018129.1~uORF:IOH5875	620
B26R03C22	26-22-3	Hs~Ref:NM_018129.1~uORF:IOH5875	566
B26R04C01	26-1-4	Hs~Ref:NM_007241.2~uORF:IOH3275	301
B26R04C02	26-2-4	Hs~Ref:NM_007241.2~uORF:IOH3275	303
B26R04C03	26-3-4	Hs~Ref:NM_015975.3~uORF:IOH14186	517
B26R04C04	26-4-4	Hs~Ref:NM_015975.3~uORF:IOH14186	518
B26R04C05	26-5-4	Hs~Ref:NM_024093.1~uORF:IOH3089	1015
B26R04C06	26-6-4	Hs~Ref:NM_024093.1~uORF:IOH3089	789
B26R04C07	26-7-4	Hs~MGC:BC029580.1~uORF:IOH21597	462
B26R04C08	26-8-4	Hs~MGC:BC029580.1~uORF:IOH21597	545
B26R04C09	26-9-4	Hs~MGC:BC033154.1~uORF:IOH23226	1343
B26R04C10	26-10-4	Hs~MGC:BC033154.1~uORF:IOH23226	1469
B26R04C11	26-11-4	Hs~MGC:BC017114.1~uORF:IOH9995	40038
B26R04C12	26-12-4	Hs~MGC:BC017114.1~uORF:IOH9995	37635
B26R04C13	26-13-4	Hs~MGC:BC011963.1~uORF:IOH10799	200
B26R04C14	26-14-4	Hs~MGC:BC011963.1~uORF:IOH10799	177
B26R04C15	26-15-4	Hs~MGC:BC004207.1~N/A	119
B26R04C16	26-16-4	Hs~MGC:BC004207.1~N/A	218
B26R04C17	26-17-4	Hs~Ref:NM_002750.2~N/A	152
B26R04C18	26-18-4	Hs~Ref:NM_002750.2~N/A	148
B26R04C19	26-19-4	Hs~MGC:BC020555.1~uORF:IOH10305	9536
B26R04C20	26-20-4	Hs~MGC:BC020555.1~uORF:IOH10305	9165
B26R04C21	26-21-4	Hs~MGC:BC011519.1~uORF:IOH9674	336
B26R04C22	26-22-4	Hs~MGC:BC011519.1~uORF:IOH9674	298
B26R05C01	26-1-5	Hs~Ref:XM_379183.1~uORF:IOH43202	253
B26R05C02	26-2-5	Hs~Ref:XM_379183.1~uORF:IOH43202	273
B26R05C03	26-3-5	Hs~Ref:NM_198156.1~uORF:IOH43352	270
B26R05C04	26-4-5	Hs~Ref:NM_198156.1~uORF:IOH43352	218
B26R05C05	26-5-5	Hs~Ref:NM_181678.1~uORF:IOH43154	97
B26R05C06	26-6-5	Hs~Ref:NM_181678.1~uORF:IOH43154	152
B26R05C07	26-7-5	Hs~Ref:NM_030650.1~uORF:IOH43353	269
B26R05C08	26-8-5	Hs~Ref:NM_030650.1~uORF:IOH43353	-4
B26R05C09	26-9-5	Hs~Ref:NM_017822.2~uORF:IOH13333	3381
B26R05C10	26-10-5	Hs~Ref:NM_017822.2~uORF:IOH13333	3452
B26R05C11	26-11-5	Hs~MGC:BC001871.1~uORF:IOH4982	318
B26R05C12	26-12-5	Hs~MGC:BC001871.1~uORF:IOH4982	296
B26R05C13	26-13-5	Hs~MGC:BC003049.1~uORF:IOH4999	21950
B26R05C14	26-14-5	Hs~MGC:BC003049.1~uORF:IOH4999	23533
B26R05C15	26-15-5	Hs~Ref:NM_001859.2~uORF:IOH11517	221
B26R05C16	26-16-5	Hs~Ref:NM_001859.2~uORF:IOH11517	545
B26R05C17	26-17-5	Hs~Ref:NM_032405.1~uORF:IOH35575	281
B26R05C18	26-18-5	Hs~Ref:NM_032405.1~uORF:IOH35575	86
B26R05C19	26-19-5	Hs~Ref:NM_198460.1~uORF:IOH36042	157
B26R05C20	26-20-5	Hs~Ref:NM_198460.1~uORF:IOH36042	235
B26R05C21	26-21-5	Hs~Ref:NM_021155.2~uORF:IOH35696	76
B26R05C22	26-22-5	Hs~Ref:NM_021155.2~uORF:IOH35696	80
B26R06C01	26-1-6	Hs~Ref:NM_001821.2~uORF:IOH36065	271
B26R06C02	26-2-6	Hs~Ref:NM_001821.2~uORF:IOH36065	239
B26R06C03	26-3-6	Hs~Ref:NM_003406.2~uORF:IOH3874	648
B26R06C04	26-4-6	Hs~Ref:NM_003406.2~uORF:IOH3874	673
B26R06C05	26-5-6	Hs~Ref:NM_000074.2~uORF:IOH44350	275
B26R06C06	26-6-6	Hs~Ref:NM_000074.2~uORF:IOH44350	274
B26R06C07	26-7-6	Hs~Ref:NM_006808.2~uORF:IOH4539	305
B26R06C08	26-8-6	Hs~Ref:NM_006808.2~uORF:IOH4539	181
B26R06C09	26-9-6	Hs~MGC:BC025767.1~uORF:IOH11434	272
B26R06C10	26-10-6	Hs~MGC:BC025767.1~uORF:IOH11434	370
B26R06C11	26-11-6	Hs~MGC:NM_019010.1~uORF:IOH22697	596
B26R06C12	26-12-6	Hs~MGC:NM_019010.1~uORF:IOH22697	457
B26R06C13	26-13-6	Hs~Ref:NM_002201.3~uORF:IOH6793	673
B26R06C14	26-14-6	Hs~Ref:NM_002201.3~uORF:IOH6793	692
B26R06C15	26-15-6	Hs~Ref:NM_018466.2~uORF:IOH7131	90
B26R06C16	26-16-6	Hs~Ref:NM_018466.2~uORF:IOH7131	159
B26R06C17	26-17-6	Hs~MGC:BC005187.1~uORF:IOH7207	415
B26R06C18	26-18-6	Hs~MGC:BC005187.1~uORF:IOH7207	423
B26R06C19	26-19-6	Hs~MGC:BC096245.1~uORF:IOH63235	2171
B26R06C20	26-20-6	Hs~MGC:BC096245.1~uORF:IOH63235	2116
B26R06C21	26-21-6	Hs~Ref:NM_022438.1~uORF:IOH58625	76
B26R06C22	26-22-6	Hs~Ref:NM_022438.1~uORF:IOH58625	60
B26R07C01	26-1-7	Hs~MGC:BC092473.1~uORF:IOH62652	275
B26R07C02	26-2-7	Hs~MGC:BC092473.1~uORF:IOH62652	283
B26R07C03	26-3-7	Hs~Ref:NM_207002.1~uORF:IOH58626	445
B26R07C04	26-4-7	Hs~Ref:NM_207002.1~uORF:IOH58626	420
B26R07C05	26-5-7	Hs~Ref:NM_022551.2~uORF:IOH41520	461
B26R07C06	26-6-7	Hs~Ref:NM_022551.2~uORF:IOH41520	445
B26R07C07	26-7-7	Hs~Ref:NM_004403.1~uORF:IOH41276	202
B26R07C08	26-8-7	Hs~Ref:NM_004403.1~uORF:IOH41276	111
B26R07C09	26-9-7	Hs~Ref:NM_005765.2~uORF:IOH42509	590
B26R07C10	26-10-7	Hs~Ref:NM_005765.2~uORF:IOH42509	496
B26R07C11	26-11-7	Hs~Ref:NM_194457.1~uORF:IOH41277	544
B26R07C12	26-12-7	Hs~Ref:NM_194457.1~uORF:IOH41277	575
B26R07C13	26-13-7	Hs~Ref:NM_003576.2~N/A	252
B26R07C14	26-14-7	Hs~Ref:NM_003576.2~N/A	57
B26R07C15	26-15-7	Hs~Ref:NM_003160.1~N/A	92
B26R07C16	26-16-7	Hs~Ref:NM_003160.1~N/A	118
B26R07C17	26-17-7	Hs~MGC:BC015833.1~uORF:IOH14840	8766
B26R07C18	26-18-7	Hs~MGC:BC015833.1~uORF:IOH14840	8683
B26R07C19	26-19-7	Hs~MGC:BC019015.2~uORF:IOH12089	207
B26R07C20	26-20-7	Hs~MGC:BC019015.2~uORF:IOH12089	145
B26R07C21	26-21-7	Hs~Ref:NM_016819.2~uORF:IOH59379	319
