id	position	name	F635 Median	B635 Median	Intensity
B01R15C22	1-22-15	Hs~Ref:NM_002737.1~CAT:P2227	63	62	1
B01R16C01	1-1-16	Hs~Ref:NM_002648.1~CAT:PV3503	150	38	112
B01R16C02	1-2-16	Hs~Ref:NM_002648.1~CAT:PV3503	162	36	126
B01R16C03	1-3-16	Hs~Ref:NM_015375.1~CAT:PV4678	143	54	89
B01R16C04	1-4-16	Hs~Ref:NM_015375.1~CAT:PV4678	88	35	53
B01R16C05	1-5-16	Hs~Ref:NM_014826.1~CAT:PV4398	68	38	30
B01R16C06	1-6-16	Hs~Ref:NM_014826.1~CAT:PV4398	63	35	28
B01R16C07	1-7-16	Hs~Ref:NM_017692.1~uORF:IOH4894	150	48	102
B01R16C08	1-8-16	Hs~Ref:NM_017692.1~uORF:IOH4894	212	35	177
B01R16C09	1-9-16	Hs~MGC:NM_173547.2~uORF:IOH11612	71	47	24
B01R16C10	1-10-16	Hs~MGC:NM_173547.2~uORF:IOH11612	78	35	43
B01R16C11	1-11-16	Hs~Ref:NM_002475.2~uORF:IOH14814	330	37	293
B01R16C12	1-12-16	Hs~Ref:NM_002475.2~uORF:IOH14814	327	38	289
B01R16C13	1-13-16	Hs~Ref:NM_006466.1~uORF:IOH14273	271	43	228
B01R16C14	1-14-16	Hs~Ref:NM_006466.1~uORF:IOH14273	90	47	43
B01R16C15	1-15-16	Hs~Ref:NM_001641.2~uORF:IOH5081	507	58	449
B01R16C16	1-16-16	Hs~Ref:NM_001641.2~uORF:IOH5081	640	68	572
B01R16C17	1-17-16	Hs~Ref:NM_005740.1~uORF:IOH4940	472	66	406
B01R16C18	1-18-16	Hs~Ref:NM_005740.1~uORF:IOH4940	447	65	382
B01R16C19	1-19-16	Hs~Ref:NM_019070.1~uORF:IOH5264	649	64	585
B01R16C20	1-20-16	Hs~Ref:NM_019070.1~uORF:IOH5264	1378	64	1314
B01R16C21	1-21-16	Hs~Ref:NM_001696.2~uORF:IOH5034	559	66	493
B01R16C22	1-22-16	Hs~Ref:NM_001696.2~uORF:IOH5034	572	249	323
B01R17C01	1-1-17	Hs~MGC:BC012485.1~uORF:IOH10861	576	37	539
B01R17C02	1-2-17	Hs~MGC:BC012485.1~uORF:IOH10861	601	36	565
B01R17C03	1-3-17	Hs~Ref:NM_003978.2~uORF:IOH3303	445	35	410
B01R17C04	1-4-17	Hs~Ref:NM_003978.2~uORF:IOH3303	446	35	411
B01R17C05	1-5-17	Hs~Ref:NM_005793.3~uORF:IOH3852	481	37	444
B01R17C06	1-6-17	Hs~Ref:NM_005793.3~uORF:IOH3852	472	35	437
B01R17C07	1-7-17	Hs~Ref:NM_002135.3~uORF:IOH10133	414	34	380
B01R17C08	1-8-17	Hs~Ref:NM_002135.3~uORF:IOH10133	410	35	375
B01R17C09	1-9-17	Hs~MGC:BC063110.1~uORF:IOH40721	831	35	796
B01R17C10	1-10-17	Hs~MGC:BC063110.1~uORF:IOH40721	810	35	775
B01R17C11	1-11-17	Hs~Ref:NM_033185.2~uORF:IOH40389	427	35	392
B01R17C12	1-12-17	Hs~Ref:NM_033185.2~uORF:IOH40389	448	37	411
B01R17C13	1-13-17	Hs~MGC:BC040529.1~uORF:IOH27481	847	145	702
B01R17C14	1-14-17	Hs~MGC:BC040529.1~uORF:IOH27481	691	244	447
B01R17C15	1-15-17	Hs~Ref:NM_174899.3~uORF:IOH25862	533	49	484
B01R17C16	1-16-17	Hs~Ref:NM_174899.3~uORF:IOH25862	531	161	370
B01R17C17	1-17-17	Hs~Ref:NM_002686.2~uORF:IOH27402	764	83	681
B01R17C18	1-18-17	Hs~Ref:NM_002686.2~uORF:IOH27402	572	62	510
B01R17C19	1-19-17	Hs~MGC:BC041009.2~uORF:IOH25834	1700	58	1642
B01R17C20	1-20-17	Hs~MGC:BC041009.2~uORF:IOH25834	1617	54	1563
B01R17C21	1-21-17	Hs~MGC:BC036075.1~uORF:IOH27252	610	57	553
B01R17C22	1-22-17	Hs~MGC:BC036075.1~uORF:IOH27252	566	54	512
B01R18C01	1-1-18	Hs~Ref:NM_002061.1~uORF:IOH25898	520	37	483
B01R18C02	1-2-18	Hs~Ref:NM_002061.1~uORF:IOH25898	503	36	467
B01R18C03	1-3-18	Hs~MGC:BC064834.1~uORF:IOH40742	436	34	402
B01R18C04	1-4-18	Hs~MGC:BC064834.1~uORF:IOH40742	422	35	387
B01R18C05	1-5-18	Hs~Ref:NM_173518.2~uORF:IOH40744	433	37	396
B01R18C06	1-6-18	Hs~Ref:NM_173518.2~uORF:IOH40744	419	35	384
B01R18C07	1-7-18	Hs~MGC:BC001105.1~uORF:IOH3794	375	35	340
B01R18C08	1-8-18	Hs~MGC:BC001105.1~uORF:IOH3794	368	35	333
B01R18C09	1-9-18	Hs~MGC:BC025389.1~uORF:IOH11380	294	35	259
B01R18C10	1-10-18	Hs~MGC:BC025389.1~uORF:IOH11380	275	37	238
B01R18C11	1-11-18	Hs~Ref:NM_004952.3~uORF:IOH11980	427	34	393
B01R18C12	1-12-18	Hs~Ref:NM_004952.3~uORF:IOH11980	417	34	383
B01R18C13	1-13-18	Hs~Ref:NM_000865.1~uORF:IOH39590	408	42	366
B01R18C14	1-14-18	Hs~Ref:NM_000865.1~uORF:IOH39590	285	43	242
B01R18C15	1-15-18	Hs~Ref:NM_005400.1~N/A	180	79	101
B01R18C16	1-16-18	Hs~Ref:NM_005400.1~N/A	332	76	256
B01R18C17	1-17-18	Hs~MGC:BC008838.1~N/A	133	63	70
B01R18C18	1-18-18	Hs~MGC:BC008838.1~N/A	316	74	242
B01R18C19	1-19-18	Hs~Ref:NM_018649.1~uORF:IOH10067	367	60	307
B01R18C20	1-20-18	Hs~Ref:NM_018649.1~uORF:IOH10067	418	58	360
B01R18C21	1-21-18	Hs~Ref:NM_018014.2~uORF:IOH12520	661	58	603
B01R18C22	1-22-18	Hs~Ref:NM_018014.2~uORF:IOH12520	494	58	436
B01R19C01	1-1-19	Hs~Ref:NM_017841.1~uORF:IOH5201	392	39	353
B01R19C02	1-2-19	Hs~Ref:NM_017841.1~uORF:IOH5201	416	38	378
B01R19C03	1-3-19	Hs~Ref:NM_017510.1~uORF:IOH3866	483	34	449
B01R19C04	1-4-19	Hs~Ref:NM_017510.1~uORF:IOH3866	510	35	475
B01R19C05	1-5-19	Hs~MGC:BC014194.1~uORF:IOH12800	235	82	153
B01R19C06	1-6-19	Hs~MGC:BC014194.1~uORF:IOH12800	339	35	304
B01R19C07	1-7-19	Hs~Ref:NM_021245.2~uORF:IOH11059	324	34	290
B01R19C08	1-8-19	Hs~Ref:NM_021245.2~uORF:IOH11059	339	34	305
B01R19C09	1-9-19	Hs~MGC:BC012472.1~uORF:IOH11069	350	34	316
B01R19C10	1-10-19	Hs~MGC:BC012472.1~uORF:IOH11069	362	35	327
B01R19C11	1-11-19	Hs~MGC:BC002794.1~uORF:IOH5309	200	61	139
B01R19C12	1-12-19	Hs~MGC:BC002794.1~uORF:IOH5309	204	37	167
B01R19C13	1-13-19	Hs~MGC:BC036092.1~uORF:IOH27277	149	35	114
B01R19C14	1-14-19	Hs~MGC:BC036092.1~uORF:IOH27277	182	39	143
B01R19C15	1-15-19	Hs~Ref:NM_198173.1~uORF:IOH44757	868	50	818
B01R19C16	1-16-19	Hs~Ref:NM_198173.1~uORF:IOH44757	836	53	783
B01R19C17	1-17-19	Hs~Ref:NM_145641.1~uORF:IOH44125	432	66	366
B01R19C18	1-18-19	Hs~Ref:NM_145641.1~uORF:IOH44125	998	131	867
B01R19C19	1-19-19	Hs~Ref:NM_144620.1~uORF:IOH13940	609	77	532
B01R19C20	1-20-19	Hs~Ref:NM_144620.1~uORF:IOH13940	665	210	455
B01R19C21	1-21-19	Hs~MGC:BC028227.1~uORF:IOH21543	464	289	175
B01R19C22	1-22-19	Hs~MGC:BC028227.1~uORF:IOH21543	420	64	356
B01R20C01	1-1-20	Hs~Ref:NM_031950.1~uORF:IOH10917	677	41	636
B01R20C02	1-2-20	Hs~Ref:NM_031950.1~uORF:IOH10917	699	37	662
B01R20C03	1-3-20	Hs~Ref:NM_016535.1~uORF:IOH4783	415	34	381
B01R20C04	1-4-20	Hs~Ref:NM_016535.1~uORF:IOH4783	391	36	355
B01R20C05	1-5-20	Hs~Ref:NM_016475.2~uORF:IOH14293	316	40	276
B01R20C06	1-6-20	Hs~Ref:NM_016475.2~uORF:IOH14293	305	38	267
B01R20C07	1-7-20	Hs~Ref:NM_013257.3~uORF:IOH41642	321	35	286
B01R20C08	1-8-20	Hs~Ref:NM_013257.3~uORF:IOH41642	344	35	309
B01R20C09	1-9-20	Hs~MGC:BC006769.1~uORF:IOH3146	817	35	782
B01R20C10	1-10-20	Hs~MGC:BC006769.1~uORF:IOH3146	837	35	802
B01R20C11	1-11-20	Hs~MGC:BC004301.1~uORF:IOH5532	637	35	602
B01R20C12	1-12-20	Hs~MGC:BC004301.1~uORF:IOH5532	660	35	625
B01R20C13	1-13-20	Hs~MGC:BC008825.2~uORF:IOH6387	357	43	314
B01R20C14	1-14-20	Hs~MGC:BC008825.2~uORF:IOH6387	257	40	217
B01R20C15	1-15-20	Hs~Ref:NM_145230.1~uORF:IOH50139	648	49	599
B01R20C16	1-16-20	Hs~Ref:NM_145230.1~uORF:IOH50139	600	48	552
B01R20C17	1-17-20	Hs~Ref:NM_133430.1~uORF:IOH50108	3966	66	3900
B01R20C18	1-18-20	Hs~Ref:NM_133430.1~uORF:IOH50108	3822	78	3744
B01R20C19	1-19-20	Hs~Ref:XM_003960444.1~uORF:IOH50171	9855	85	9770
B01R20C20	1-20-20	Hs~Ref:XM_003960444.1~uORF:IOH50171	10118	63	10055
B01R20C21	1-21-20	Hs~Ref:NM_001009551.1~uORF:IOH50086	886	54	832
B01R20C22	1-22-20	Hs~Ref:NM_001009551.1~uORF:IOH50086	958	52	906
B01R21C01	1-1-21	Hs~Ref:NM_001123366.1~uORF:IOH42412	167	37	130
B01R21C02	1-2-21	Hs~Ref:NM_001123366.1~uORF:IOH42412	205	49	156
B01R21C03	1-3-21	Hs~Ref:NM_021814.3~uORF:IOH41608	386	35	351
B01R21C04	1-4-21	Hs~Ref:NM_021814.3~uORF:IOH41608	359	36	323
B01R21C05	1-5-21	Hs~Ref:ENST00000548232~uORF:IOH41442	731	38	693
B01R21C06	1-6-21	Hs~Ref:ENST00000548232~uORF:IOH41442	713	36	677
B01R21C07	1-7-21	Hs~Ref:NM_003409.2~uORF:IOH41226	345	35	310
B01R21C08	1-8-21	Hs~Ref:NM_003409.2~uORF:IOH41226	337	34	303
B01R21C09	1-9-21	Hs~Ref:NP_002294.2~CAT_10322-H08H-25	32	34	-2
B01R21C10	1-10-21	Hs~Ref:NP_002294.2~CAT_10322-H08H-25	32	34	-2
B01R21C11	1-11-21	Internal_1007209	35	34	1
B01R21C12	1-12-21	Internal_1007209	35	33	2
B01R21C13	1-13-21	Hs~Ref:NP_005067.1~CAT_10457-H08H-25	33	34	-1
B01R21C14	1-14-21	Hs~Ref:NP_005067.1~CAT_10457-H08H-25	34	34	0
B01R21C15	1-15-21	Internal_1007209	165	42	123
B01R21C16	1-16-21	Internal_1007209	47	42	5
B01R21C17	1-17-21	Hs~Ref:NP_065923.1~CAT_10174-H08H-25	41	42	-1
B01R21C18	1-18-21	Hs~Ref:NP_065923.1~CAT_10174-H08H-25	43	44	-1
B01R21C19	1-19-21	Internal_1007209	93	56	37
B01R21C20	1-20-21	Internal_1007209	78	61	17
B01R21C21	1-21-21	Hs~IVGN:Fibronectin_Native~CAT_PHE0023~N/A	694	61	633
B01R21C22	1-22-21	Hs~IVGN:Fibronectin_Native~CAT_PHE0023~N/A	444	85	359
B01R22C01	1-1-22	ERa~N/A	2781	34	2747
B01R22C02	1-2-22	ERa~N/A	2889	34	2855
B01R22C03	1-3-22	PKCeta~N/A	248	37	211
B01R22C04	1-4-22	PKCeta~N/A	237	38	199
B01R22C05	1-5-22	Calmodulin~N/A	52	33	19
B01R22C06	1-6-22	Calmodulin~N/A	93	35	58
B01R22C07	1-7-22	V5control5~N/A	276	33	243
B01R22C08	1-8-22	V5control5~N/A	259	34	225
B01R22C09	1-9-22	V5control4~N/A	153	40	113
B01R22C10	1-10-22	V5control4~N/A	110	35	75
B01R22C11	1-11-22	V5control3~N/A	52	34	18
B01R22C12	1-12-22	V5control3~N/A	90	41	49
B01R22C13	1-13-22	V5control2~N/A	50	43	7
B01R22C14	1-14-22	V5control2~N/A	56	34	22
B01R22C15	1-15-22	V5control1~N/A	59	39	20
B01R22C16	1-16-22	V5control1~N/A	47	47	0
B01R22C17	1-17-22	CMK2A~N/A	115	46	69
B01R22C18	1-18-22	CMK2A~N/A	168	45	123
B01R22C19	1-19-22	ERa~N/A	2160	47	2113
B01R22C20	1-20-22	ERa~N/A	2193	54	2139
B01R22C21	1-21-22	AlexaAntiMouseAb~N/A	13309	53	13256
B01R22C22	1-22-22	AlexaAntiMouseAb~N/A	12876	50	12826
B02R01C01	2-1-1	AlexaAntiMouseAb~N/A	46538	56	46482
B02R01C02	2-2-1	AlexaAntiMouseAb~N/A	44503	58	44445
B02R01C03	2-3-1	ERa~N/A	2457	54	2403
B02R01C04	2-4-1	ERa~N/A	2322	48	2274
B02R01C05	2-5-1	HumanIgG1~N/A	1447	48	1399
B02R01C06	2-6-1	HumanIgG1~N/A	1541	49	1492
B02R01C07	2-7-1	HumanIgG2~N/A	4341	49	4292
B02R01C08	2-8-1	HumanIgG2~N/A	3925	51	3874
B02R01C09	2-9-1	HumanIgG3~N/A	19682	63	19619
B02R01C10	2-10-1	HumanIgG3~N/A	21035	62	20973
B02R01C11	2-11-1	HumanIgG4~N/A	60595	53	60542
B02R01C12	2-12-1	HumanIgG4~N/A	63978	45	63933
B02R01C13	2-13-1	BiotinAb~N/A	381	39	342
B02R01C14	2-14-1	BiotinAb~N/A	367	39	328
B02R01C15	2-15-1	RanBP2deltaFG~N/A	240	38	202
B02R01C16	2-16-1	RanBP2deltaFG~N/A	717	42	675
B02R01C17	2-17-1	hMDM2~N/A	936	52	884
B02R01C18	2-18-1	hMDM2~N/A	864	44	820
B02R01C19	2-19-1	PKCeta~N/A	370	39	331
B02R01C20	2-20-1	PKCeta~N/A	412	38	374
B02R01C21	2-21-1	AlexaAntiMouseAb~N/A	31639	38	31601
B02R01C22	2-22-1	AlexaAntiMouseAb~N/A	36657	39	36618
B02R02C01	2-1-2	PKCeta~N/A	1852	57	1795
B02R02C02	2-2-2	PKCeta~N/A	1832	58	1774
B02R02C03	2-3-2	Buffer	269	64	205
B02R02C04	2-4-2	Buffer	196	53	143
B02R02C05	2-5-2	HumanIgA~N/A	24367	51	24316
B02R02C06	2-6-2	HumanIgA~N/A	24414	51	24363
B02R02C07	2-7-2	Buffer	173	83	90
B02R02C08	2-8-2	Buffer	135	53	82
B02R02C09	2-9-2	BSA~N/A	13965	58	13907
B02R02C10	2-10-2	BSA~N/A	14064	63	14001
B02R02C11	2-11-2	Hs~MGC:BC031053.1~uORF:IOH22523	3329	60	3269
B02R02C12	2-12-2	Hs~MGC:BC031053.1~uORF:IOH22523	3075	57	3018
B02R02C13	2-13-2	Hs~Ref:NM_032630.2~uORF:IOH4256	194	53	141
B02R02C14	2-14-2	Hs~Ref:NM_032630.2~uORF:IOH4256	223	52	171
B02R02C15	2-15-2	Hs~Ref:NM_032316.1~uORF:IOH6534	1572	44	1528
B02R02C16	2-16-2	Hs~Ref:NM_032316.1~uORF:IOH6534	1716	63	1653
B02R02C17	2-17-2	Hs~Ref:NM_032846.2~uORF:IOH13473	357	322	35
B02R02C18	2-18-2	Hs~Ref:NM_032846.2~uORF:IOH13473	341	177	164
B02R02C19	2-19-2	Hs~MGC:BC000208.1~uORF:IOH4373	556	46	510
B02R02C20	2-20-2	Hs~MGC:BC000208.1~uORF:IOH4373	499	43	456
B02R02C21	2-21-2	Hs~MGC:BC008095.1~uORF:IOH3312	478	44	434
B02R02C22	2-22-2	Hs~MGC:BC008095.1~uORF:IOH3312	473	42	431
B02R03C01	2-1-3	Hs~MGC:BC008686.1~uORF:IOH3381	516	82	434
B02R03C02	2-2-3	Hs~MGC:BC008686.1~uORF:IOH3381	450	85	365
B02R03C03	2-3-3	Hs~Ref:NM_004832.1~uORF:IOH4381	737	67	670
B02R03C04	2-4-3	Hs~Ref:NM_004832.1~uORF:IOH4381	658	61	597
B02R03C05	2-5-3	Hs~Ref:NM_181555.1~uORF:IOH45913	306	56	250
B02R03C06	2-6-3	Hs~Ref:NM_181555.1~uORF:IOH45913	348	55	293
B02R03C07	2-7-3	Hs~Ref:NM_182513.1~uORF:IOH44731	362	95	267
B02R03C08	2-8-3	Hs~Ref:NM_182513.1~uORF:IOH44731	198	57	141
B02R03C09	2-9-3	Hs~Ref:NM_015607.2~uORF:IOH41553	2583	58	2525
B02R03C10	2-10-3	Hs~Ref:NM_015607.2~uORF:IOH41553	2756	59	2697
B02R03C11	2-11-3	Hs~Ref:NM_139249.2~uORF:IOH36785	293	59	234
B02R03C12	2-12-3	Hs~Ref:NM_139249.2~uORF:IOH36785	466	141	325
B02R03C13	2-13-3	Hs~Ref:NM_001283.2~uORF:IOH42182	327	56	271
B02R03C14	2-14-3	Hs~Ref:NM_001283.2~uORF:IOH42182	104	67	37
B02R03C15	2-15-3	Hs~Ref:XM_371769.2~uORF:IOH43123	138	79	59
B02R03C16	2-16-3	Hs~Ref:XM_371769.2~uORF:IOH43123	201	85	116
B02R03C17	2-17-3	Hs~Ref:NM_201403.1~uORF:IOH42184	12833	256	12577
B02R03C18	2-18-3	Hs~Ref:NM_201403.1~uORF:IOH42184	13048	186	12862
B02R03C19	2-19-3	Hs~Ref:NM_014280.1~uORF:IOH42939	2525	54	2471
B02R03C20	2-20-3	Hs~Ref:NM_014280.1~uORF:IOH42939	2283	51	2232
B02R03C21	2-21-3	Hs~MGC:BC010889.1~uORF:IOH12754	218	111	107
B02R03C22	2-22-3	Hs~MGC:BC010889.1~uORF:IOH12754	874	94	780
B02R04C01	2-1-4	Hs~Ref:NM_015646.1~uORF:IOH2916	283	132	151
B02R04C02	2-2-4	Hs~Ref:NM_015646.1~uORF:IOH2916	129	95	34
B02R04C03	2-3-4	Hs~MGC:BC010078.1~uORF:IOH13024	653	57	596
B02R04C04	2-4-4	Hs~MGC:BC010078.1~uORF:IOH13024	409	67	342
B02R04C05	2-5-4	Hs~Ref:NM_020980.2~uORF:IOH14443	522	72	450
B02R04C06	2-6-4	Hs~Ref:NM_020980.2~uORF:IOH14443	470	68	402
B02R04C07	2-7-4	Hs~MGC:BC007724.1~uORF:IOH6498	136	64	72
B02R04C08	2-8-4	Hs~MGC:BC007724.1~uORF:IOH6498	136	62	74
B02R04C09	2-9-4	Hs~Ref:NM_001269.2~uORF:IOH6933	572	59	513
B02R04C10	2-10-4	Hs~Ref:NM_001269.2~uORF:IOH6933	358	58	300
B02R04C11	2-11-4	Hs~Ref:NM_001790.2~uORF:IOH14569	505	61	444
B02R04C12	2-12-4	Hs~Ref:NM_001790.2~uORF:IOH14569	665	247	418
B02R04C13	2-13-4	Hs~Ref:NM_000602.1~uORF:IOH9882	510	60	450
B02R04C14	2-14-4	Hs~Ref:NM_000602.1~uORF:IOH9882	474	64	410
B02R04C15	2-15-4	Hs~Ref:NM_003223.1~uORF:IOH9646	908	90	818
B02R04C16	2-16-4	Hs~Ref:NM_003223.1~uORF:IOH9646	881	79	802
B02R04C17	2-17-4	Hs~Ref:NM_000754.2~uORF:IOH14417	173	71	102
B02R04C18	2-18-4	Hs~Ref:NM_000754.2~uORF:IOH14417	227	67	160
B02R04C19	2-19-4	Hs~MGC:BC016789.1~uORF:IOH13602	311	50	261
B02R04C20	2-20-4	Hs~MGC:BC016789.1~uORF:IOH13602	432	53	379
B02R04C21	2-21-4	Hs~MGC:BC009771.1~uORF:IOH12849	458	49	409
B02R04C22	2-22-4	Hs~MGC:BC009771.1~uORF:IOH12849	457	43	414
B02R05C01	2-1-5	Hs~Ref:NM_025218.2~uORF:IOH43182	103	67	36
B02R05C02	2-2-5	Hs~Ref:NM_025218.2~uORF:IOH43182	67	82	-15
B02R05C03	2-3-5	Hs~Ref:XM_379657.2~uORF:IOH43323	173	54	119
B02R05C04	2-4-5	Hs~Ref:XM_379657.2~uORF:IOH43323	241	109	132
B02R05C05	2-5-5	Hs~Ref:NM_015415.1~uORF:IOH41193	223	88	135
B02R05C06	2-6-5	Hs~Ref:NM_015415.1~uORF:IOH41193	308	88	220
B02R05C07	2-7-5	Hs~Ref:NM_006431.2~uORF:IOH41691	533	88	445
B02R05C08	2-8-5	Hs~Ref:NM_006431.2~uORF:IOH41691	462	153	309
B02R05C09	2-9-5	Hs~MGC:BC067773.1~uORF:IOH40125	1070	55	1015
B02R05C10	2-10-5	Hs~MGC:BC067773.1~uORF:IOH40125	1075	57	1018
B02R05C11	2-11-5	Hs~MGC:BC039318.1~uORF:IOH40224	912	85	827
B02R05C12	2-12-5	Hs~MGC:BC039318.1~uORF:IOH40224	630	69	561
B02R05C13	2-13-5	Hs~MGC:BC066340.1~uORF:IOH40104	379	76	303
B02R05C14	2-14-5	Hs~MGC:BC066340.1~uORF:IOH40104	407	263	144
B02R05C15	2-15-5	Hs~Ref:NM_000590.1~uORF:IOH40159	426	70	356
B02R05C16	2-16-5	Hs~Ref:NM_000590.1~uORF:IOH40159	504	67	437
B02R05C17	2-17-5	Hs~Ref:NM_080832.1~uORF:IOH40754	1047	57	990
B02R05C18	2-18-5	Hs~Ref:NM_080832.1~uORF:IOH40754	1022	85	937
B02R05C19	2-19-5	Hs~Ref:NM_006837.2~uORF:IOH6870	385	71	314
B02R05C20	2-20-5	Hs~Ref:NM_006837.2~uORF:IOH6870	322	71	251
B02R05C21	2-21-5	Hs~Ref:NM_152295.3~uORF:IOH40824	999	45	954
B02R05C22	2-22-5	Hs~Ref:NM_152295.3~uORF:IOH40824	890	38	852
B02R06C01	2-1-6	Hs~Ref:NM_152260.1~uORF:IOH40870	1396	61	1335
B02R06C02	2-2-6	Hs~Ref:NM_152260.1~uORF:IOH40870	1208	64	1144
B02R06C03	2-3-6	Hs~Ref:NM_207430.1~uORF:IOH59509	867	56	811
B02R06C04	2-4-6	Hs~Ref:NM_207430.1~uORF:IOH59509	885	61	824
B02R06C05	2-5-6	Hs~Ref:NM_198219.1~uORF:IOH59467	1279	86	1193
B02R06C06	2-6-6	Hs~Ref:NM_198219.1~uORF:IOH59467	1115	80	1035
B02R06C07	2-7-6	Hs~Ref:NM_001014279.1~uORF:IOH54743	180	67	113
B02R06C08	2-8-6	Hs~Ref:NM_001014279.1~uORF:IOH54743	153	61	92
B02R06C09	2-9-6	Hs~Ref:NM_015471.2~uORF:IOH59202	397	61	336
B02R06C10	2-10-6	Hs~Ref:NM_015471.2~uORF:IOH59202	356	62	294
B02R06C11	2-11-6	Hs~Ref:NM_144578.1~uORF:IOH12842	342	88	254
B02R06C12	2-12-6	Hs~Ref:NM_144578.1~uORF:IOH12842	363	116	247
B02R06C13	2-13-6	Hs~Ref:NM_032641.1~uORF:IOH4981	3274	93	3181
B02R06C14	2-14-6	Hs~Ref:NM_032641.1~uORF:IOH4981	3183	66	3117
B02R06C15	2-15-6	Hs~Ref:NM_019895.1~uORF:IOH11450	560	58	502
B02R06C16	2-16-6	Hs~Ref:NM_019895.1~uORF:IOH11450	586	91	495
B02R06C17	2-17-6	Hs~Ref:NM_015399.1~uORF:IOH12808	889	107	782
B02R06C18	2-18-6	Hs~Ref:NM_015399.1~uORF:IOH12808	707	96	611
B02R06C19	2-19-6	Hs~Ref:NM_001861.2~uORF:IOH6832	531	71	460
B02R06C20	2-20-6	Hs~Ref:NM_001861.2~uORF:IOH6832	52	85	-33
B02R06C21	2-21-6	Hs~MGC:BC001351.1~uORF:IOH3711	625	51	574
B02R06C22	2-22-6	Hs~MGC:BC001351.1~uORF:IOH3711	1158	41	1117
B02R07C01	2-1-7	Hs~Ref:NM_002150.1~uORF:IOH14718	945	63	882
B02R07C02	2-2-7	Hs~Ref:NM_002150.1~uORF:IOH14718	859	60	799
B02R07C03	2-3-7	Hs~Ref:NM_004374.2~uORF:IOH4367	460	58	402
B02R07C04	2-4-7	Hs~Ref:NM_004374.2~uORF:IOH4367	529	62	467
B02R07C05	2-5-7	Hs~Ref:NM_015039.2~uORF:IOH41247	1150	56	1094
B02R07C06	2-6-7	Hs~Ref:NM_015039.2~uORF:IOH41247	1134	54	1080
B02R07C07	2-7-7	Hs~Ref:NM_032988.1~uORF:IOH41250	167	61	106
B02R07C08	2-8-7	Hs~Ref:NM_032988.1~uORF:IOH41250	154	60	94
B02R07C09	2-9-7	Hs~Ref:NM_206855.1~uORF:IOH41478	376	205	171
B02R07C10	2-10-7	Hs~Ref:NM_206855.1~uORF:IOH41478	317	71	246
B02R07C11	2-11-7	Hs~Ref:XM_293034.2~uORF:IOH41557	428	79	349
B02R07C12	2-12-7	Hs~Ref:XM_293034.2~uORF:IOH41557	407	67	340
B02R07C13	2-13-7	Hs~MGC:BC017941.1~uORF:IOH13654	526	289	237
B02R07C14	2-14-7	Hs~MGC:BC017941.1~uORF:IOH13654	446	72	374
B02R07C15	2-15-7	Hs~MGC:BC026251.1~uORF:IOH13720	88	96	-8
B02R07C16	2-16-7	Hs~MGC:BC026251.1~uORF:IOH13720	793	76	717
B02R07C17	2-17-7	Hs~MGC:BC009571.1~uORF:IOH13826	1003	103	900
B02R07C18	2-18-7	Hs~MGC:BC009571.1~uORF:IOH13826	951	108	843
B02R07C19	2-19-7	Hs~MGC:BC025963.1~uORF:IOH14668	378	72	306
B02R07C20	2-20-7	Hs~MGC:BC025963.1~uORF:IOH14668	385	65	320
B02R07C21	2-21-7	Hs~MGC:BC095489.1~uORF:IOH63168	23434	67	23367
B02R07C22	2-22-7	Hs~MGC:BC095489.1~uORF:IOH63168	20658	46	20612
B02R08C01	2-1-8	Hs~MGC:BC071890.1~uORF:IOH63068	2729	53	2676
B02R08C02	2-2-8	Hs~MGC:BC071890.1~uORF:IOH63068	2504	53	2451
B02R08C03	2-3-8	Hs~MGC:BC069020.1~uORF:IOH62997	37999	58	37941
B02R08C04	2-4-8	Hs~MGC:BC069020.1~uORF:IOH62997	38353	59	38294
B02R08C05	2-5-8	Hs~MGC:BC078663.1~uORF:IOH63026	309	55	254
B02R08C06	2-6-8	Hs~MGC:BC078663.1~uORF:IOH63026	314	57	257
B02R08C07	2-7-8	Hs~MGC:BC021101.1~uORF:IOH12547	601	68	533
B02R08C08	2-8-8	Hs~MGC:BC021101.1~uORF:IOH12547	454	67	387
B02R08C09	2-9-8	Hs~MGC:NM_020531.2~uORF:IOH5450	286	153	133
B02R08C10	2-10-8	Hs~MGC:NM_020531.2~uORF:IOH5450	202	90	112
B02R08C11	2-11-8	Hs~Ref:NM_032775.1~uORF:IOH12694	506	60	446
B02R08C12	2-12-8	Hs~Ref:NM_032775.1~uORF:IOH12694	654	69	585
B02R08C13	2-13-8	Hs~Ref:NM_002708.1~uORF:IOH4976	715	90	625
B02R08C14	2-14-8	Hs~Ref:NM_002708.1~uORF:IOH4976	673	61	612
B02R08C15	2-15-8	Hs~Ref:NM_017503.2~uORF:IOH12519	3067	69	2998
B02R08C16	2-16-8	Hs~Ref:NM_017503.2~uORF:IOH12519	3166	64	3102
B02R08C17	2-17-8	Hs~MGC:BC009873.1~uORF:IOH12548	382	71	311
B02R08C18	2-18-8	Hs~MGC:BC009873.1~uORF:IOH12548	376	96	280
B02R08C19	2-19-8	Hs~Ref:NM_130777.1~uORF:IOH13230	1138	84	1054
B02R08C20	2-20-8	Hs~Ref:NM_130777.1~uORF:IOH13230	964	82	882
B02R08C21	2-21-8	Hs~MGC:BC009230.2~uORF:IOH12659	252	74	178
